ID,householdID,communityID,HH_weight,HH_weight_ad1,INDV_weight,INDV_weight_ad2,versionID
094004223001,0940042230,0940042,53817.7890625,98665.94661458337,55005.5625,91891.86141719249,20200914
094004216002,0940042160,0940042,53817.7890625,98665.94661458337,54964.734375,88023.22097598358,20200914
094004216001,0940042160,0940042,53817.7890625,98665.94661458337,54479.03515625,74861.38533623646,20200914
094004212002,0940042120,0940042,53817.7890625,98665.94661458337,54482.3515625,80957.87135938594,20200914
094004212001,0940042120,0940042,53817.7890625,98665.94661458337,54953.328125,88004.95444789654,20200914
194037219001,1940372190,1940372,32804.46484375,70295.28180803571,35380.1171875,45270.964814400315,20200914
194037219002,1940372190,1940372,32804.46484375,70295.28180803571,34342.26953125,40314.39954270254,20200914
194037214002,1940372140,1940372,32804.46484375,70295.28180803571,35380.1171875,45270.964814400315,20200914
194037214001,1940372140,1940372,32804.46484375,70295.28180803571,34381.17578125,40360.071600158764,20200914
194037206002,1940372060,1940372,32804.46484375,70295.28180803571,35380.1171875,42995.11374879885,20200914
194037206001,1940372060,1940372,32804.46484375,70295.28180803571,34349.97265625,40323.44224323504,20200914
194037204001,1940372040,1940372,32804.46484375,70295.28180803571,34296.84375,40318.67438512885,20200914
194037204002,1940372040,1940372,32804.46484375,70295.28180803571,34296.84375,41749.9741555533,20200914
194037227002,1940372270,1940372,32804.46484375,70295.28180803571,34224.09765625,40497.11398023367,20200914
194037227003,1940372270,1940372,32804.46484375,70295.28180803571,34224.09765625,42025.14566782906,20200914
194037333002,1940373330,1940373,36392.7734375,38598.39607007575,39250.1640625,50222.92003206433,20200914
194037333001,1940373330,1940373,36392.7734375,38598.39607007575,38159.51953125,46778.71954500749,20200914
194037342002,1940373420,1940373,36392.7734375,38598.39607007575,39138.1796875,48016.99898565351,20200914
194037301002,1940373010,1940373,36392.7734375,38598.39607007575,38124.5546875,44754.42511628162,20200914
194037301001,1940373010,1940373,36392.7734375,38598.39607007575,39250.1640625,50222.92003206433,20200914
194037311002,1940373110,1940373,36392.7734375,38598.39607007575,39250.1640625,47698.12546359883,20200914
194037310001,1940373100,1940373,36392.7734375,38598.39607007575,39165.76171875,48093.21367517105,20200914
194037310002,1940373100,1940373,36392.7734375,38598.39607007575,37991.48046875,44955.02935604267,20200914
194037329001,1940373290,1940373,36392.7734375,38598.39607007575,76444.828125,119819.17630375715,20200914
