ID,householdID,communityID,HHmemberID,za006,a006,za002,a002,za003_1,a003_1,a003_2,a004,a009,a013,a014,a015,versionID
142403328001,1424033280,1424033,2,,8,,2,,1968,6,1,2,2,,5,20151118
142403331002,1424033310,1424033,3,,9,,1,,2010,7,6,2,,,,20151118
144016111001,1440161110,1440161,5,9,9,1,,1997,,,6,2,1,9,,20151118
144016113001,1440161130,1440161,3,8,8,2,,1978,,,1,2,2,,6,20151118
144016113001,1440161130,1440161,4,9,9,1,,2011,,,6,2,,,,20151118
144016114002,1440161140,1440161,3,9,,2,,2011,,,,,,,,20151118
144016114002,1440161140,1440161,5,8,,2,,1980,,,,,,,,20151118
144016114002,1440161140,1440161,7,,,,,,,,,,,,,20151118
144016118001,1440161180,1440161,3,9,9,1,,1996,,,6,2,1,13,,20151118
144016118001,1440161180,1440161,5,8,8,1,,1971,,,1,2,2,,8,20151118
144016121001,1440161210,1440161,2,8,8,2,,1949,,,1,2,2,,1,20151118
144016123001,1440161230,1440161,3,,8,,1,,1974,1,1,2,2,,7,20151118
144016123001,1440161230,1440161,4,,9,,2,,2007,7,6,2,,,,20151118
144016201001,1440162010,1440162,3,8,8,2,,1978,,,1,2,2,,5,20151118
144016201001,1440162010,1440162,4,9,9,1,,2002,,,6,2,1,7,,20151118
144016202002,1440162020,1440162,4,9,9,2,,2009,,,6,2,,,,20151118
144016204001,1440162040,1440162,2,9,9,1,,1993,,,6,2,1,13,,20151118
144016207002,1440162070,1440162,4,8,8,2,,1982,,,1,2,2,,9,20151118
144016207002,1440162070,1440162,5,,9,,1,,2012,7,6,2,,,,20151118
144016213001,1440162130,1440162,4,8,8,2,,1968,,,1,2,2,,6,20151118
144016213001,1440162130,1440162,5,9,9,2,,1998,,,6,2,1,11,,20151118
144016214001,1440162140,1440162,4,,8,,2,,1983,3,1,2,2,,9,20151118
144016218002,1440162180,1440162,5,9,9,1,,2004,,,6,2,1,4,,20151118
144016222001,1440162220,1440162,4,,8,,2,,1988,6,1,2,2,,9,20151118
144016228001,1440162280,1440162,2,,9,,2,,2009,10,6,2,,,,20151118
144016229001,1440162290,1440162,4,,8,,2,,1978,7,1,2,2,,6,20151118
144016229001,1440162290,1440162,5,,9,,1,,2006,6,6,2,1,1,,20151118
144016302002,1440163020,1440163,4,8,8,2,,1980,,,1,2,2,,6,20151118
144016302002,1440163020,1440163,5,9,9,1,,2009,,,6,2,,,,20151118
144016303002,1440163030,1440163,4,,8,,2,,,,1,1,,,,20151118
144016303002,1440163030,1440163,5,,9,,1,,2011,5,6,2,,,,20151118
144016308001,1440163080,1440163,3,8,8,1,,1984,,,1,2,2,,6,20151118
144016308001,1440163080,1440163,4,9,9,2,,2008,,,6,2,,,,20151118
144016311001,1440163110,1440163,2,,9,,2,,2005,8,6,2,1,2,,20151118
144016314001,1440163140,1440163,2,8,8,2,,1964,,,1,2,2,,6,20151118
144016318001,1440163180,1440163,3,9,9,1,,,,,6,2,,,,20151118
144016325002,1440163250,1440163,3,,7,,2,,1994,12,6,2,2,,7,20151118
145528102002,1455281020,1455281,4,8,8,2,,1967,,,1,2,2,,5,20151118
145528102002,1455281020,1455281,5,9,9,2,,2000,,,6,2,1,7,,20151118
145528204002,1455282040,1455282,4,,7,,1,,2000,11,6,2,1,8,,20151118
145528305002,1455283050,1455283,2,8,8,2,,1980,,,1,1,2,,4,20151118
145528305002,1455283050,1455283,5,9,9,2,,2000,,,6,1,1,7,,20151118
145528309001,1455283090,1455283,3,8,8,1,,1971,,,1,2,2,,8,20151118
145528309001,1455283090,1455283,4,9,9,2,,1999,,,6,2,1,8,,20151118
145528310002,1455283100,1455283,4,,,,,,,,,,,,,20151118
150478113002,1504781130,1504781,4,8,8,2,,1982,,,1,2,2,,,20151118
150478113002,1504781130,1504781,5,9,9,1,,2009,,,6,1,,,,20151118
150478115001,1504781150,1504781,3,,9,,2,,2011,7,6,1,,,,20151118
150478116002,1504781160,1504781,3,8,8,2,,1977,,,1,1,2,,5,20151118
150478116002,1504781160,1504781,5,9,9,2,,2006,,,6,1,1,1,,20151118
150478119001,1504781190,1504781,4,,9,,2,,2012,11,6,1,,,,20151118
150478119001,1504781190,1504781,5,,8,,2,,,,1,1,,,,20151118
150478120001,1504781200,1504781,6,,12,,1,,,,,,,,,20151118
150478120001,1504781200,1504781,7,,9,,1,,,,6,1,,,,20151118
150478120001,1504781200,1504781,8,,9,,2,,,,6,1,,,,20151118
150478127001,1504781270,1504781,3,,8,,2,,1987,9,1,1,2,,8,20151118
150478127001,1504781270,1504781,5,,8,,2,,1985,,1,1,2,,4,20151118
150478127001,1504781270,1504781,7,,9,,2,,2012,9,6,1,,,,20151118
150478127001,1504781270,1504781,8,,9,,1,,2012,11,6,1,,,,20151118
150478201002,1504782010,1504782,2,8,8,2,,1971,,,1,1,2,,4,20151118
150478201002,1504782010,1504782,3,9,9,2,,1991,,,6,1,2,,8,20151118
150478201002,1504782010,1504782,4,9,9,1,,1994,,,6,1,1,13,,20151118
150478204002,1504782040,1504782,4,9,9,2,,1996,,,6,1,1,11,,20151118
150478204002,1504782040,1504782,5,9,9,1,,2001,,,6,1,1,7,,20151118
150478204002,1504782040,1504782,6,8,8,2,,1970,,,1,1,2,,6,20151118
150478208001,1504782080,1504782,5,9,9,1,,2007,,,6,1,,,,20151118
150478213001,1504782130,1504782,3,8,8,2,,1973,,,1,1,2,,5,20151118
150478213001,1504782130,1504782,4,9,9,2,,1998,,,6,1,1,11,5,20151118
150478217003,1504782170,1504782,4,8,8,2,,1983,,,1,1,2,,7,20151118
150478217003,1504782170,1504782,5,9,9,2,,2009,,,6,1,,,,20151118
150478222001,1504782220,1504782,4,,8,,2,,1977,10,1,1,2,,8,20151118
150478222001,1504782220,1504782,5,,9,,2,,2004,6,6,1,1,3,,20151118
150478305002,1504783050,1504783,3,,7,,1,,1983,9,6,1,2,,4,20151118
150478305002,1504783050,1504783,4,,7,,1,,1987,6,6,1,2,,4,20151118
150478305002,1504783050,1504783,5,,7,,2,,1987,6,6,1,2,,4,20151118
150478309001,1504783090,1504783,4,,8,,2,,,,1,1,,,,20151118
150478310002,1504783100,1504783,3,8,8,2,,1976,,,1,1,2,,4,20151118
150478310002,1504783100,1504783,4,9,9,1,,2004,,,6,1,1,2,,20151118
150478310002,1504783100,1504783,5,9,9,1,,2010,,,6,1,,,,20151118
150478311001,1504783110,1504783,5,8,8,2,,,1975,9,1,1,2,,9,20151118
150478311001,1504783110,1504783,6,9,9,2,,2002,,,6,1,1,5,,20151118
150478317001,1504783170,1504783,2,8,8,2,,1950,,,1,1,2,,2,20151118
150478317001,1504783170,1504783,3,9,9,2,,1979,,,1,1,2,,4,20151118
150478317001,1504783170,1504783,4,10,12,2,,2004,,,6,1,1,3,,20151118
150478317001,1504783170,1504783,5,10,12,1,,2010,,,6,1,,,,20151118
150478317001,1504783170,1504783,7,9,9,2,,1984,,,6,1,2,,6,20151118
150478319001,1504783190,1504783,2,9,9,2,,2003,,,6,1,1,3,,20151118
151156101002,1511561010,1511561,3,9,9,2,,2011,,,6,4,,,,20151118
151156101002,1511561010,1511561,4,8,8,2,,1986,,,1,1,2,,5,20151118
151156304001,1511563040,1511563,4,8,8,1,,1987,,,1,1,2,,9,20151118
151156304001,1511563040,1511563,5,9,9,1,,2009,,,6,1,,,,20151118
151156307001,1511563070,1511563,6,,7,,2,,,,1,2,,,,20151118
151156307001,1511563070,1511563,7,,9,,1,,2001,,6,2,1,5,,20151118
151156308002,1511563080,1511563,4,,7,,1,,1985,2,1,1,2,,6,20151118
151156308002,1511563080,1511563,5,,8,,2,,1984,11,1,1,2,,5,20151118
151156308002,1511563080,1511563,6,,9,,1,,2008,5,6,1,,,,20151118
151156310001,1511563100,1511563,4,9,9,1,,2003,,,6,1,1,4,,20151118
151156311001,1511563110,1511563,3,,7,,2,,1992,1,6,2,1,20,,20151118
151156311001,1511563110,1511563,4,,7,,1,,1993,7,6,2,1,19,,20151118
153859103001,1538591030,1538591,6,8,8,2,,1987,,,1,2,2,,8,20151118
153859103001,1538591030,1538591,7,,9,,1,,2012,10,6,2,,,,20151118
153859106001,1538591060,1538591,4,8,8,2,,1988,,,1,1,2,,5,20151118
153859110001,1538591100,1538591,1,5,5,1,,1946,,,6,1,2,,1,20151118
153859119001,1538591190,1538591,3,,8,,2,,1988,8,1,1,2,,5,20151118
153859202002,1538592020,1538592,4,8,8,2,,1978,,,1,1,2,,2,20151118
153859202002,1538592020,1538592,5,9,9,1,,2002,,,6,1,1,4,,20151118
153859202002,1538592020,1538592,6,9,9,2,,2003,,,6,1,1,3,,20151118
153859206001,1538592060,1538592,6,,8,,2,,1988,,1,1,2,,1,20151118
153859206001,1538592060,1538592,7,,9,,1,,2013,,6,1,,,,20151118
153859209001,1538592090,1538592,5,,8,,2,,1988,8,1,1,2,,6,20151118
153859209001,1538592090,1538592,6,,9,,2,,2012,4,6,1,,,,20151118
153859210001,1538592100,1538592,3,8,8,2,,1988,,,1,1,2,,5,20151118
153859210001,1538592100,1538592,4,9,9,1,,2009,,,6,1,,,,20151118
153859210001,1538592100,1538592,5,9,9,1,,2008,,,6,1,,,,20151118
153859214001,1538592140,1538592,4,8,8,2,,1981,,,1,1,2,,5,20151118
153859214001,1538592140,1538592,5,9,9,2,,2002,,,6,1,1,4,,20151118
153859214001,1538592140,1538592,6,9,9,2,,2003,,,6,1,1,4,,20151118
153859214001,1538592140,1538592,7,9,9,2,,2005,,,6,1,1,2,,20151118
153859215002,1538592150,1538592,6,,8,,2,,1988,10,1,1,2,,6,20151118
153859215002,1538592150,1538592,7,,9,,2,,2013,2,6,1,,,,20151118
153859218001,1538592180,1538592,5,,8,,2,,1991,2,1,1,2,,5,20151118
153859218001,1538592180,1538592,6,,9,,1,,2013,4,6,1,,,,20151118
153859306002,1538593060,1538593,4,8,8,2,,1984,,,1,1,2,,5,20151118
153859306002,1538593060,1538593,5,,9,,2,,2012,4,6,1,,,,20151118
153859308001,1538593080,1538593,4,,8,,2,,1992,,1,1,2,,5,20151118
153859308001,1538593080,1538593,5,,9,,1,,2013,6,6,1,,,,20151118
153859309001,1538593090,1538593,4,8,8,2,,1980,,,1,1,2,,5,20151118
153859309001,1538593090,1538593,5,9,9,2,,2004,,,6,1,1,4,,20151118
153859309001,1538593090,1538593,6,9,9,2,,2006,,,6,1,1,1,,20151118
153859312001,1538593120,1538593,3,8,8,2,,1985,,,1,1,2,,4,20151118
153859312001,1538593120,1538593,4,9,9,2,,2009,,,6,1,,,,20151118
153859312001,1538593120,1538593,5,9,9,2,,2011,,,6,1,,,,20151118
153859313001,1538593130,1538593,3,8,8,2,,1972,,,1,1,2,,1,20151118
153859313001,1538593130,1538593,4,9,9,2,,1999,,,6,1,1,7,,20151118
153859313001,1538593130,1538593,5,9,9,1,,2001,,,6,1,1,6,,20151118
154044102001,1540441020,1540441,3,10,9,2,,2000,,,6,1,1,6,,20151118
154044103002,1540441030,1540441,6,,9,,1,,2013,3,6,1,,,,20151118
154044103002,1540441030,1540441,7,,8,,2,,1989,2,1,1,2,,5,20151118
154044106002,1540441060,1540441,6,,8,,2,,,,1,1,,,,20151118
154044106002,1540441060,1540441,7,,9,,1,,2012,9,6,1,,,,20151118
154044108001,1540441080,1540441,6,8,8,2,,1985,,,1,1,2,,6,20151118
154044108001,1540441080,1540441,7,,9,,2,,2012,5,6,1,,,,20151118
154044109002,1540441090,1540441,4,8,8,2,,1987,,,1,1,2,,,20151118
154044109002,1540441090,1540441,5,9,9,2,,2007,,,6,1,,,,20151118
154044114001,1540441140,1540441,2,8,8,2,,,1977,9,1,1,2,,5,20151118
154044115002,1540441150,1540441,4,8,8,2,,1975,,,1,1,2,,4,20151118
154044115002,1540441150,1540441,5,9,9,2,,1997,,,6,1,1,9,,20151118
154044115002,1540441150,1540441,6,9,9,1,,1999,,,6,1,1,7,,20151118
154044115002,1540441150,1540441,7,9,9,1,,2001,,,6,1,1,6,,20151118
154044124001,1540441240,1540441,4,8,8,2,,,1981,,1,1,2,,,20151118
154044124001,1540441240,1540441,5,9,9,1,,2007,,,6,1,,,,20151118
154044124001,1540441240,1540441,6,,9,,2,,2012,5,6,1,,,,20151118
154044125001,1540441250,1540441,4,,8,,2,,1988,,1,1,2,,5,20151118
154044125001,1540441250,1540441,5,,9,,1,,1999,,6,1,1,8,,20151118
154044134002,1540441340,1540441,6,,7,,2,,1997,12,6,1,1,9,,20151118
154044137001,1540441370,1540441,3,,8,,2,,1961,6,1,1,2,,6,20151118
154044204001,1540442040,1540442,4,9,9,2,,1997,,,6,1,1,14,,20151118
154044204001,1540442040,1540442,6,8,8,2,,1987,,,1,1,2,,5,20151118
154044204001,1540442040,1540442,7,,9,,2,,1993,11,6,1,2,,5,20151118
154044204001,1540442040,1540442,8,,9,,1,,2012,4,6,1,,,,20151118
154044205001,1540442050,1540442,3,8,8,2,,,1972,,1,1,2,,4,20151118
154044205001,1540442050,1540442,4,9,9,1,,1997,,,6,1,1,9,,20151118
154044206001,1540442060,1540442,4,8,,2,,1984,,,,,,,,20151118
154044206001,1540442060,1540442,5,9,,1,,2003,,,,,,,,20151118
154044217001,1540442170,1540442,5,,9,,1,,2002,9,6,1,1,5,,20151118
154044221002,1540442210,1540442,4,8,8,2,,1981,,,1,1,2,,5,20151118
154044221002,1540442210,1540442,5,9,9,2,,2001,,,6,1,1,5,,20151118
154044221002,1540442210,1540442,6,9,9,1,,2006,,,6,1,1,1,,20151118
154044222002,1540442220,1540442,3,8,8,2,,1984,,,2,1,2,,5,20151118
154044222002,1540442220,1540442,4,9,9,1,,1995,,,6,1,1,12,,20151118
154044222002,1540442220,1540442,5,9,9,2,,1996,,,6,1,1,12,,20151118
154044222002,1540442220,1540442,6,9,9,1,,2000,,,6,1,1,8,,20151118
154044222002,1540442220,1540442,7,9,9,1,,2010,,,6,1,,,,20151118
154044222002,1540442220,1540442,8,,9,,1,,2012,9,6,1,,,,20151118
154044225002,1540442250,1540442,5,,8,,2,,,,1,1,,,,20151118
154044225002,1540442250,1540442,6,,7,,1,,2006,8,6,4,1,1,,20151118
154044225002,1540442250,1540442,7,,9,,2,,2013,1,6,4,,,,20151118
154044227002,1540442270,1540442,4,,8,,2,,,,2,1,,,,20151118
154044231002,1540442310,1540442,2,,8,,2,,1974,4,1,1,2,,5,20151118
154044231002,1540442310,1540442,5,,9,,2,,1999,7,6,1,1,7,,20151118
154044231002,1540442310,1540442,6,,9,,1,,2007,5,6,1,,,,20151118
154044232002,1540442320,1540442,4,,8,,2,,,,1,2,,,,20151118
154044232002,1540442320,1540442,5,,9,,2,,,,6,1,,,,20151118
154044232002,1540442320,1540442,6,,9,,2,,,,6,1,,,,20151118
154044303002,1540443030,1540443,4,8,8,2,,1980,,,1,1,2,,,20151118
154044303002,1540443030,1540443,6,9,9,1,,2004,,,6,1,1,3,,20151118
154044303002,1540443030,1540443,7,9,9,2,,2007,,,6,1,,,,20151118
154044307001,1540443070,1540443,4,8,8,2,,1986,,,1,2,2,,7,20151118
154044307001,1540443070,1540443,5,9,7,1,,2010,,,1,1,,,,20151118
154044307001,1540443070,1540443,6,,1,,2,,,,5,1,,,,20151118
154044308001,1540443080,1540443,3,8,8,2,,1975,,,1,1,2,,5,20151118
154044308001,1540443080,1540443,4,9,9,1,,1995,,,6,1,1,15,,20151118
154044308001,1540443080,1540443,5,9,9,2,,1999,,,6,1,1,8,,20151118
154044309001,1540443090,1540443,4,,9,,1,,2000,7,6,1,1,8,,20151118
154044309001,1540443090,1540443,5,,8,,2,,,,1,1,,,,20151118
154044310002,1540443100,1540443,3,8,8,2,,1983,,,1,1,2,,,20151118
154044310002,1540443100,1540443,4,9,9,2,,2007,,,6,1,,,,20151118
154044310002,1540443100,1540443,5,9,9,1,,2010,,,6,1,,,,20151118
154044314002,1540443140,1540443,5,9,9,2,,2008,,,6,1,,,,20151118
154044314002,1540443140,1540443,6,,8,,2,,1989,9,1,1,2,,7,20151118
154044314002,1540443140,1540443,7,,7,,2,,,,6,1,,,,20151118
154044318001,1540443180,1540443,5,8,8,2,,1988,,,1,1,2,,8,20151118
154044318001,1540443180,1540443,7,9,9,1,,2010,,,6,1,,,,20151118
154044322001,1540443220,1540443,4,8,8,2,,1984,,,1,1,2,,5,20151118
154044322001,1540443220,1540443,5,9,9,2,,2009,,,6,1,,,,20151118
154044323001,1540443230,1540443,4,8,8,2,,1980,,,1,1,2,,4,20151118
154044323001,1540443230,1540443,6,9,9,1,,2001,,,6,1,1,5,,20151118
154044329002,1540443290,1540443,3,,9,,2,,2012,1,6,1,,,,20151118
154044329002,1540443290,1540443,5,,8,,2,,1989,6,1,1,2,,5,20151118
154044330002,1540443300,1540443,4,,9,,1,,2002,6,6,1,1,5,,20151118
154044331001,1540443310,1540443,1,,8,,2,,1962,1,1,1,2,,6,20151118
154044331001,1540443310,1540443,2,,9,,1,,1985,4,1,1,2,,8,20151118
154044331001,1540443310,1540443,3,,12,,2,,,,1,1,,,,20151118
154044331001,1540443310,1540443,4,,12,,2,,2013,3,6,1,,,,20151118
154058102002,1540581020,1540581,3,9,9,1,,2007,,,6,1,,,,20151118
154058102002,1540581020,1540581,5,,8,,2,,1987,10,1,1,2,,8,20151118
154058112001,1540581120,1540581,4,8,8,2,,1981,,,1,1,2,,6,20151118
154058112001,1540581120,1540581,5,9,9,1,,2007,,,6,1,,,,20151118
154058113001,1540581130,1540581,1,5,12,1,,1949,,,5,1,2,,4,20151118
154058118002,1540581180,1540581,3,,8,,2,,1963,,5,1,2,,5,20151118
154058118002,1540581180,1540581,4,,9,,1,,1988,1,6,2,2,,8,20151118
154058118002,1540581180,1540581,5,,9,,2,,1985,11,6,2,2,,9,20151118
154058118002,1540581180,1540581,6,,9,,2,,1990,11,6,2,2,,9,20151118
154058302001,1540583020,1540583,3,9,,1,,2004,,,,,,,,20151118
154058304001,1540583040,1540583,3,9,9,1,,1990,,,6,2,1,9,,20151118
154058304001,1540583040,1540583,4,8,8,2,,1978,,,1,2,2,,6,20151118
154058304001,1540583040,1540583,6,9,9,2,,2003,,,6,2,1,4,,20151118
154058304001,1540583040,1540583,8,,9,,1,,2008,,6,2,,,,20151118
154058305001,1540583050,1540583,3,9,9,1,,2004,,,6,1,1,2,,20151118
154058312001,1540583120,1540583,3,5,,2,,1964,,,,,,,,20151118
154058316001,1540583160,1540583,3,8,8,2,,1984,,,1,1,2,,5,20151118
154058316001,1540583160,1540583,4,9,9,1,,2001,,,6,1,1,6,,20151118
154058318002,1540583180,1540583,3,9,9,1,,2005,,,6,1,1,2,,20151118
154058323001,1540583230,1540583,1,,1,,2,,1937,,5,2,2,,2,20151118
154628103001,1546281030,1546281,2,10,12,2,,2009,,,6,1,,,,20151118
154628103001,1546281030,1546281,3,9,9,1,,1986,,,1,1,2,,6,20151118
154628103001,1546281030,1546281,4,10,12,2,,1986,,,,,,,,20151118
154628103001,1546281030,1546281,5,,7,,1,,,,1,1,,,,20151118
154628103001,1546281030,1546281,6,,8,,2,,1963,2,1,1,2,,4,20151118
154628103001,1546281030,1546281,7,,12,,1,,2013,3,6,1,,,,20151118
154628103001,1546281030,1546281,8,,9,,1,,1988,2,6,1,2,,8,20151118
154628104002,1546281040,1546281,4,,1,,2,,,,1,1,,,,20151118
154628109001,1546281090,1546281,3,8,8,2,,1975,,,1,1,2,,5,20151118
154628109001,1546281090,1546281,4,9,9,2,,2000,,,6,1,1,6,,20151118
154628109001,1546281090,1546281,5,9,9,1,,2002,,,6,1,1,5,,20151118
154628109001,1546281090,1546281,6,9,9,1,,2004,,,6,1,1,3,,20151118
154628113001,1546281130,1546281,2,8,8,2,,1955,,,1,1,2,,2,20151118
154628113001,1546281130,1546281,4,9,9,2,,1991,,,6,1,1,18,,20151118
154628114002,1546281140,1546281,4,8,8,2,,1979,,,1,2,2,,7,20151118
154628114002,1546281140,1546281,5,9,9,2,,2006,,,6,1,1,2,,20151118
154628114002,1546281140,1546281,6,9,9,1,,2006,,,6,1,1,2,,20151118
154628114002,1546281140,1546281,7,9,9,1,,2007,,,6,1,,,,20151118
154628114002,1546281140,1546281,8,9,9,1,,2010,,,6,1,,,,20151118
154628116001,1546281160,1546281,4,,7,,2,,1989,6,6,1,2,,8,20151118
154628116001,1546281160,1546281,5,,9,,1,,2003,12,6,1,1,4,,20151118
154628116001,1546281160,1546281,7,,9,,1,,2011,3,6,1,,,,20151118
154628120002,1546281200,1546281,5,,8,,2,,1983,7,1,1,2,,4,20151118
154628120002,1546281200,1546281,6,,9,,2,,2004,2,6,1,1,4,,20151118
154628120002,1546281200,1546281,7,,9,,1,,2006,2,6,1,1,2,,20151118
154628120002,1546281200,1546281,8,,9,,2,,2008,10,6,1,,,,20151118
154628120002,1546281200,1546281,9,,9,,1,,2010,1,6,1,,,,20151118
154628121001,1546281210,1546281,3,,,,2,,1964,4,1,1,2,,4,20151118
154628123002,1546281230,1546281,3,,7,,1,,1987,3,6,1,2,,4,20151118
154628123002,1546281230,1546281,4,,7,,1,,1990,9,6,1,2,,4,20151118
154628123002,1546281230,1546281,5,,7,,1,,1993,3,6,1,2,,4,20151118
154628123002,1546281230,1546281,6,,7,,2,,2005,1,6,1,1,2,,20151118
154628126001,1546281260,1546281,3,,9,,1,,2012,7,6,1,,,,20151118
154628126001,1546281260,1546281,4,,8,,2,,1980,,1,1,2,,4,20151118
154628126001,1546281260,1546281,5,,9,,2,,2008,,6,1,,,,20151118
154628126001,1546281260,1546281,6,,9,,2,,2010,,6,1,,,,20151118
154628126001,1546281260,1546281,7,,7,,1,,1983,,1,1,2,,1,20151118
154628128001,1546281280,1546281,5,,9,,2,,2008,8,6,1,,,,20151118
154628128001,1546281280,1546281,6,,8,,2,,1984,11,1,1,2,,,20151118
154628128001,1546281280,1546281,7,,9,,2,,2007,3,6,1,,,,20151118
154628202002,1546282020,1546282,3,8,8,2,,1980,,,2,2,2,,,20151118
154628202002,1546282020,1546282,4,9,9,2,,1997,,,6,2,2,,4,20151118
154628202002,1546282020,1546282,5,9,9,2,,2008,,,6,2,,,,20151118
154628202002,1546282020,1546282,6,9,9,1,,2010,,,6,2,,,,20151118
154628202002,1546282020,1546282,7,10,12,2,,1997,,,6,4,1,9,,20151118
154628203001,1546282030,1546282,4,,8,,2,,1983,9,1,1,2,,6,20151118
154628203001,1546282030,1546282,5,,9,,2,,2007,1,6,1,,,,20151118
154628203001,1546282030,1546282,6,,9,,2,,2008,9,6,1,,,,20151118
154628203001,1546282030,1546282,7,,9,,1,,2013,6,6,1,,,,20151118
154628206001,1546282060,1546282,3,9,12,1,,2011,,,2,1,,,,20151118
154628206001,1546282060,1546282,4,8,8,2,,1991,,,2,1,2,,,20151118
154628210001,1546282100,1546282,4,8,8,2,,1961,,,1,1,2,,2,20151118
154628210001,1546282100,1546282,5,10,12,2,,1984,,,1,1,2,,5,20151118
154628210001,1546282100,1546282,6,10,12,2,,2011,,,1,1,,,,20151118
154628210001,1546282100,1546282,7,,9,,1,,1984,2,1,1,2,,5,20151118
154628210001,1546282100,1546282,8,,9,,1,,1984,2,1,1,2,,5,20151118
154628210001,1546282100,1546282,9,,9,,1,,1985,8,6,1,2,,4,20151118
154628210001,1546282100,1546282,10,,12,,2,,1982,12,1,1,2,,5,20151118
154628210001,1546282100,1546282,11,,12,,1,,2003,12,6,1,1,2,,20151118
154628210001,1546282100,1546282,12,,12,,1,,2005,5,6,1,1,1,,20151118
154628210001,1546282100,1546282,13,,12,,2,,2011,3,6,1,,,,20151118
154628211001,1546282110,1546282,3,8,8,2,,1957,,,2,1,2,,6,20151118
154628211001,1546282110,1546282,4,9,9,2,,2009,,,6,1,,,,20151118
154628216002,1546282160,1546282,7,,8,,2,,1990,6,1,1,2,,5,20151118
154628216002,1546282160,1546282,8,,9,,2,,2010,11,6,1,,,,20151118
154628216002,1546282160,1546282,9,,9,,2,,2012,7,6,1,,,,20151118
154628217001,1546282170,1546282,1,,12,,1,,1950,10,5,1,2,,2,20151118
154628217001,1546282170,1546282,2,,12,,1,,1988,6,1,1,2,,4,20151118
154628217001,1546282170,1546282,3,,12,,2,,1986,9,1,1,2,,2,20151118
154628217001,1546282170,1546282,4,,12,,1,,1975,7,5,1,2,,1,20151118
154628217001,1546282170,1546282,6,,12,,2,,1989,,1,1,2,,5,20151118
154628217001,1546282170,1546282,8,,12,,2,,1989,9,1,1,2,,5,20151118
154628218001,1546282180,1546282,6,,9,,2,,2010,8,6,1,,,,20151118
154628218001,1546282180,1546282,7,,8,,2,,,,1,1,,,,20151118
154628219001,1546282190,1546282,3,,9,,1,,2008,,6,1,,,,20151118
154628301001,1546283010,1546283,5,8,8,2,,1982,,,1,1,2,,5,20151118
154628301001,1546283010,1546283,6,9,9,2,,2007,,,6,1,,,,20151118
154628301001,1546283010,1546283,7,9,9,1,,2010,,,6,1,,,,20151118
154628301001,1546283010,1546283,9,8,8,2,,1984,,,1,1,2,,4,20151118
154628301001,1546283010,1546283,10,9,9,1,,2009,,,6,1,,,,20151118
154628301001,1546283010,1546283,11,9,9,1,,2011,,,6,1,,,,20151118
154628302001,1546283020,1546283,3,8,8,2,,1961,,,1,1,2,,2,20151118
154628302001,1546283020,1546283,4,9,9,1,,1997,,,6,1,1,11,,20151118
154628302001,1546283020,1546283,5,9,9,2,,1999,,,6,1,1,13,,20151118
154628304002,1546283040,1546283,5,8,8,2,,1971,,,1,1,2,,5,20151118
154628304002,1546283040,1546283,6,8,8,2,,1987,,,1,1,2,,5,20151118
154628304002,1546283040,1546283,8,9,9,2,,2007,,,6,1,,,,20151118
154628304002,1546283040,1546283,9,,9,,1,,2012,12,6,1,,,,20151118
154628305001,1546283050,1546283,5,,8,,2,,1994,11,1,1,2,,,20151118
154628309002,1546283090,1546283,3,,,,,,,,,,,,,20151118
154628309002,1546283090,1546283,4,,8,,2,,1984,3,1,1,2,,5,20151118
154628309002,1546283090,1546283,5,,9,,2,,2009,4,6,1,,,,20151118
154628311001,1546283110,1546283,4,9,9,1,,2006,,,6,1,1,1,,20151118
154628311001,1546283110,1546283,5,9,9,2,,2009,,,6,1,,,,20151118
154628311001,1546283110,1546283,6,9,9,2,,2010,,,6,1,,,,20151118
154628311001,1546283110,1546283,7,,9,,1,,,,6,1,,,,20151118
154628315001,1546283150,1546283,6,,8,,2,,1985,12,1,1,2,,4,20151118
154628315001,1546283150,1546283,7,,9,,2,,2007,12,6,1,,,,20151118
154628315001,1546283150,1546283,8,,9,,1,,2012,2,6,1,,,,20151118
154631103002,1546311030,1546311,4,8,8,2,,1970,,,1,1,2,,5,20151118
154631103002,1546311030,1546311,5,9,9,2,,1997,,,6,1,1,9,,20151118
154631103002,1546311030,1546311,6,9,9,1,,1998,,,6,1,1,8,,20151118
154631103002,1546311030,1546311,7,9,9,1,,2001,,,6,1,1,6,,20151118
154631104002,1546311040,1546311,4,8,8,2,,1981,,,1,1,2,,5,20151118
154631104002,1546311040,1546311,5,9,9,2,,2006,,,6,2,1,1,,20151118
154631104002,1546311040,1546311,6,9,9,1,,2007,,,6,1,,,,20151118
154631104002,1546311040,1546311,7,9,9,1,,2009,,,6,1,,,,20151118
154631107001,1546311070,1546311,3,8,8,2,,1957,,,1,1,2,,1,20151118
154631107001,1546311070,1546311,4,10,9,2,,,2004,3,6,1,1,1,,20151118
154631107001,1546311070,1546311,5,10,9,1,,,2005,11,6,1,1,,,20151118
154631107001,1546311070,1546311,6,10,9,1,,,2007,11,6,1,,,,20151118
154631111002,1546311110,1546311,3,9,9,2,,2002,,,6,1,1,4,,20151118
