ID,householdID,communityID,HHmemberID,za006,a006,za002,a002,za003_1,a003_1,a003_2,a004,a009,a013,a014,a015,versionID
014643314001,0146433140,0146433,4,8,8,2,,1987,,,1,1,2,,4,20151118
014643314001,0146433140,0146433,5,9,9,2,,2008,,,6,1,,,,20151118
014643315001,0146433150,0146433,4,8,8,2,,1979,,,1,1,2,,1,20151118
014643315001,0146433150,0146433,5,,9,,2,,2013,7,6,1,,,,20151118
014643317001,0146433170,0146433,1,,,,1,,1965,12,5,1,2,,2,20151118
014643318002,0146433180,0146433,4,,9,,1,,2003,12,6,1,1,4,,20151118
014643318002,0146433180,0146433,6,,8,,2,,1982,,2,1,2,,4,20151118
014643319001,0146433190,0146433,4,,8,,2,,1987,6,2,1,2,,6,20151118
014643319001,0146433190,0146433,5,,9,,1,,2011,2,6,1,,,,20151118
014643320002,0146433200,0146433,5,,9,,2,,2005,,6,1,1,6,,20151118
014643320002,0146433200,0146433,6,,9,,1,,2008,,6,1,,,,20151118
018206102002,0182061020,0182061,3,,9,,2,,1996,8,6,1,1,11,,20151118
018206102002,0182061020,0182061,4,,9,,1,,1998,4,6,1,1,9,,20151118
018206104002,0182061040,0182061,3,9,9,1,,2001,,,6,1,2,,,20151118
018206104002,0182061040,0182061,4,9,9,1,,1997,,,6,1,2,,5,20151118
018206105001,0182061050,0182061,4,9,9,1,,1994,,,6,1,1,8,,20151118
018206106001,0182061060,0182061,3,9,9,2,,2007,,,6,1,,,,20151118
018206107002,0182061070,0182061,4,9,9,1,,1998,,,6,1,1,9,,20151118
018206107002,0182061070,0182061,5,9,9,1,,2004,,,6,1,1,2,,20151118
018206113001,0182061130,0182061,3,,8,,2,,,,2,1,,,,20151118
018206113001,0182061130,0182061,4,,9,,1,,1988,9,1,1,2,,5,20151118
018206113001,0182061130,0182061,5,,9,,2,,1993,4,1,1,2,,5,20151118
018206115001,0182061150,0182061,3,9,9,2,,2001,,,6,1,1,6,,20151118
018206115001,0182061150,0182061,4,9,9,2,,2003,,,6,1,1,4,,20151118
018206115001,0182061150,0182061,6,,8,,2,,,,1,1,,,,20151118
018206116002,0182061160,0182061,4,,7,,1,,1982,8,6,1,2,,5,20151118
018206117001,0182061170,0182061,4,,8,,2,,1990,6,1,1,2,,5,20151118
018206119002,0182061190,0182061,3,,5,,1,,1978,,6,1,2,,1,20151118
018206201001,0182062010,0182062,3,8,8,2,,,1996,2,1,1,2,,4,20151118
018206203002,0182062030,0182062,4,8,8,1,,1988,,,1,1,2,,5,20151118
018206203002,0182062030,0182062,5,9,9,2,,2010,,,6,1,,,,20151118
018206206001,0182062060,0182062,4,,8,,2,,1995,9,1,1,2,,4,20151118
018206207001,0182062070,0182062,4,8,8,2,,1982,,,1,2,2,,8,20151118
018206207001,0182062070,0182062,5,9,9,2,,2010,,,6,1,,,,20151118
018206209002,0182062090,0182062,5,8,8,2,,1982,,,1,1,2,,5,20151118
018206209002,0182062090,0182062,6,9,9,2,,2005,,,6,1,1,1,,20151118
018206209002,0182062090,0182062,8,8,8,2,,1988,,,1,1,2,,5,20151118
018206209002,0182062090,0182062,9,9,9,1,,2009,,,6,1,,,,20151118
018206209002,0182062090,0182062,10,,9,,1,,2012,,6,1,,,,20151118
018206210001,0182062100,0182062,3,9,9,2,,2000,,,6,1,1,7,,20151118
018206210001,0182062100,0182062,4,9,9,2,,2002,,,6,1,1,5,,20151118
018206210001,0182062100,0182062,6,8,8,2,,1979,,,1,1,2,,5,20151118
018206212002,0182062120,0182062,4,8,8,1,,1978,,,1,1,2,,5,20151118
018206212002,0182062120,0182062,5,9,9,2,,2010,,,6,1,,,,20151118
018206213001,0182062130,0182062,3,9,9,1,,2001,,,6,1,1,5,,20151118
018206213001,0182062130,0182062,4,9,7,1,,2008,,,6,1,,,,20151118
018206213001,0182062130,0182062,6,8,8,1,,1983,,,1,1,2,,4,20151118
018206218001,0182062180,0182062,3,8,8,2,,1988,,,1,1,2,,4,20151118
018206218001,0182062180,0182062,4,9,9,2,,2008,,,6,1,,,,20151118
018206218001,0182062180,0182062,5,9,9,1,,2010,,,6,1,,,,20151118
018206219002,0182062190,0182062,3,,9,,1,,2006,4,6,1,2,,,20151118
018206220001,0182062200,0182062,7,,8,,2,,1963,9,1,1,2,,2,20151118
018206220001,0182062200,0182062,8,,9,,1,,1987,9,6,1,2,19,9,20151118
018206220001,0182062200,0182062,9,,9,,1,,1990,8,6,1,1,19,,20151118
018206223001,0182062230,0182062,5,,9,,1,,1995,7,6,1,1,14,,20151118
018206227001,0182062270,0182062,3,,7,,1,,1991,3,1,1,2,,5,20151118
018206227001,0182062270,0182062,5,,9,,1,,2012,8,6,1,,,,20151118
018206301002,0182063010,0182063,1,8,8,2,,1985,,,1,1,2,,5,20151118
018206301002,0182063010,0182063,3,9,9,1,,2007,,,1,1,,,,20151118
018206304001,0182063040,0182063,4,8,8,2,,1972,,,1,1,,,,20151118
018206304001,0182063040,0182063,5,9,9,1,,1994,,,6,1,2,,,20151118
018206304001,0182063040,0182063,6,9,9,1,,2004,,,6,1,1,2,,20151118
018206305001,0182063050,0182063,4,8,8,2,,1983,,,1,1,2,,2,20151118
018206305001,0182063050,0182063,5,9,9,1,,2000,,,6,1,1,5,3,20151118
018206305001,0182063050,0182063,6,9,9,1,,2005,,,6,1,1,1,,20151118
018206306001,0182063060,0182063,4,9,,1,,2000,,,,,,,,20151118
018206308002,0182063080,0182063,2,8,8,2,,1977,,,1,1,2,,5,20151118
018206308002,0182063080,0182063,3,9,9,2,,1999,,,6,1,1,9,,20151118
018206308002,0182063080,0182063,4,9,9,2,,2005,,,6,1,1,2,,20151118
018206309002,0182063090,0182063,3,,7,,1,,1972,9,6,1,2,,1,20151118
018206310002,0182063100,0182063,4,,8,,1,,1982,6,2,2,2,,5,20151118
018206310002,0182063100,0182063,5,,9,,1,,2011,8,6,1,,,,20151118
018206312001,0182063120,0182063,3,8,8,2,,1980,,,1,1,2,,2,20151118
018206312001,0182063120,0182063,4,9,9,2,,2008,,,6,1,,,,20151118
018206312001,0182063120,0182063,5,9,9,1,,2010,,,6,1,,,,20151118
018206314002,0182063140,0182063,4,8,8,2,,1988,,,1,1,2,,2,20151118
018206314002,0182063140,0182063,5,9,9,2,,2005,,,6,1,1,1,,20151118
018206314002,0182063140,0182063,6,,9,,1,,2013,1,6,1,,,,20151118
018206315001,0182063150,0182063,1,8,8,2,,1969,,,2,1,2,,1,20151118
018206315001,0182063150,0182063,4,9,9,1,,1993,,,6,1,2,,7,20151118
018206315001,0182063150,0182063,5,9,9,1,,1995,,,6,1,2,,4,20151118
018206317002,0182063170,0182063,3,8,8,1,,1983,,,1,1,2,,4,20151118
018206317002,0182063170,0182063,5,9,9,1,,2008,,,6,1,,,,20151118
018206317002,0182063170,0182063,6,9,9,2,,2003,,,6,1,1,3,,20151118
018206318002,0182063180,0182063,1,,8,,1,,1974,10,1,1,2,,1,20151118
018206318002,0182063180,0182063,4,,9,,1,,1999,10,6,1,1,7,,20151118
018206318002,0182063180,0182063,5,,9,,1,,2005,4,6,1,1,2,,20151118
018206319002,0182063190,0182063,4,8,8,2,,1971,,,1,1,2,,4,20151118
018206319002,0182063190,0182063,5,9,9,1,,1993,,,6,1,2,,5,20151118
018206319002,0182063190,0182063,6,9,9,2,,1998,,,6,1,2,,5,20151118
018206320002,0182063200,0182063,1,8,8,1,,1976,,,1,1,2,,4,20151118
018206320002,0182063200,0182063,5,9,9,2,,2000,,,6,1,1,7,,20151118
018206320002,0182063200,0182063,6,9,9,1,,2004,,,6,1,1,2,,20151118
018206322001,0182063220,0182063,3,10,,1,,1963,,,,,,,,20151118
018206323002,0182063230,0182063,3,8,8,1,,1988,,,1,1,2,,5,20151118
018206323002,0182063230,0182063,5,9,9,2,,2011,,,6,1,,,,20151118
018206329001,0182063290,0182063,4,,8,,2,,1988,7,1,1,2,,1,20151118
018206329001,0182063290,0182063,5,,9,,2,,2009,1,6,1,,,,20151118
018206329001,0182063290,0182063,6,,9,,1,,2012,7,6,1,,,,20151118
018206330002,0182063300,0182063,4,,8,,2,,1990,,1,1,2,,,20151118
018206330002,0182063300,0182063,5,,9,,2,,2010,,6,1,,,,20151118
030476103001,0304761030,0304761,4,8,8,2,,1981,,,1,1,2,,2,20151118
030476103001,0304761030,0304761,5,9,9,2,,2008,,,6,1,,,,20151118
030476103001,0304761030,0304761,6,9,9,1,,2010,,,6,1,,,,20151118
030476113002,0304761130,0304761,5,8,8,2,,1988,,,1,1,2,,5,20151118
030476113002,0304761130,0304761,6,9,9,1,,2007,,,6,1,,,,20151118
030476113002,0304761130,0304761,7,,8,,2,,1977,,1,1,2,,5,20151118
030476118001,0304761180,0304761,4,8,8,2,,1984,,,1,1,2,,5,20151118
030476118001,0304761180,0304761,5,9,9,1,,2008,,,6,1,,,,20151118
030476201001,0304762010,0304762,4,8,8,2,,1989,,,1,1,2,,4,20151118
030476201001,0304762010,0304762,6,,9,,1,,2012,7,6,1,,,,20151118
030476202001,0304762020,0304762,4,8,8,2,,1974,,,1,1,2,,1,20151118
030476202001,0304762020,0304762,5,9,9,1,,1999,,,6,1,1,7,,20151118
030476204001,0304762040,0304762,6,,8,,2,,1985,5,1,1,2,,8,20151118
030476207001,0304762070,0304762,2,8,8,2,,1973,,,1,1,2,,1,20151118
030476207001,0304762070,0304762,5,9,9,2,,1997,,,6,1,1,9,,20151118
030476207001,0304762070,0304762,6,9,9,1,,2000,,,6,1,1,5,,20151118
030476210002,0304762100,0304762,5,9,9,1,,1995,,,6,1,1,13,,20151118
030476211001,0304762110,0304762,3,8,8,2,,1971,,,1,1,2,,1,20151118
030476211001,0304762110,0304762,4,9,9,1,,1993,,,6,1,1,17,,20151118
030476213001,0304762130,0304762,6,8,8,2,,1988,,,1,1,2,,9,20151118
030476213001,0304762130,0304762,7,9,9,2,,2011,,,6,1,,,,20151118
030476213001,0304762130,0304762,8,9,9,2,,2011,,,6,1,,,,20151118
030476215002,0304762150,0304762,5,,5,,1,,1971,,1,1,2,,4,20151118
030476215002,0304762150,0304762,6,,6,,2,,1984,,1,1,2,,1,20151118
030476215002,0304762150,0304762,7,,12,,2,,2006,,6,1,1,1,,20151118
030476216001,0304762160,0304762,4,8,8,2,,1984,,,1,1,2,,,20151118
030476216001,0304762160,0304762,5,9,9,1,,2009,,,6,1,,,,20151118
030476218001,0304762180,0304762,4,8,8,2,,1985,,,1,1,2,,4,20151118
030476218001,0304762180,0304762,5,9,9,1,,2009,,,6,1,,,,20151118
030476219002,0304762190,0304762,5,8,8,2,,1988,,,1,1,2,,,20151118
030476219002,0304762190,0304762,6,9,9,1,,2010,,,6,1,,,,20151118
030476219002,0304762190,0304762,8,,7,,2,,1990,1,6,1,2,,9,20151118
030476220002,0304762200,0304762,4,8,8,2,,1976,,,1,1,2,,1,20151118
030476220002,0304762200,0304762,5,9,9,1,,2006,,,6,1,1,1,,20151118
030476220002,0304762200,0304762,6,9,9,2,,2001,,,6,1,1,5,,20151118
030476302001,0304763020,0304763,3,9,9,2,,1999,,,6,1,1,8,,20151118
030476303001,0304763030,0304763,2,8,8,2,,1980,,,1,1,2,,1,20151118
030476303001,0304763030,0304763,3,9,9,2,,2004,,,6,1,1,4,,20151118
030476303001,0304763030,0304763,4,9,9,1,,2008,,,6,1,,,,20151118
030476304001,0304763040,0304763,4,8,8,2,,1985,,,1,1,2,,5,20151118
030476304001,0304763040,0304763,5,9,9,1,,2007,,,6,1,,,,20151118
030476307002,0304763070,0304763,2,8,8,2,,1979,,,1,1,2,,1,20151118
030476307002,0304763070,0304763,3,9,9,2,,2005,,,6,1,1,3,,20151118
030476307002,0304763070,0304763,6,,9,,1,,2010,10,6,1,,,,20151118
030476309002,0304763090,0304763,5,,8,,2,,1993,,1,1,2,,,20151118
030476309002,0304763090,0304763,6,,9,,1,,2012,9,6,1,,,,20151118
030476310001,0304763100,0304763,5,8,8,2,,1982,,,1,1,2,,,20151118
030476310001,0304763100,0304763,6,9,9,2,,2005,,,6,1,1,2,,20151118
030476310001,0304763100,0304763,7,8,8,2,,1986,,,1,1,2,,,20151118
030476310001,0304763100,0304763,8,9,9,2,,2008,,,6,1,,,,20151118
030476312001,0304763120,0304763,2,8,8,2,,1969,,,1,1,2,,1,20151118
030476312001,0304763120,0304763,4,9,9,1,,1994,,,6,1,1,17,,20151118
030476312001,0304763120,0304763,5,9,9,2,,1990,,,1,1,2,,8,20151118
030476316001,0304763160,0304763,2,,8,,2,,1959,,1,1,2,,1,20151118
030476316001,0304763160,0304763,3,,9,,1,,1980,,1,1,2,,5,20151118
030476316001,0304763160,0304763,4,,9,,1,,1985,,1,1,2,,5,20151118
030476316001,0304763160,0304763,5,,12,,2,,1988,11,1,1,2,,5,20151118
030476316001,0304763160,0304763,6,,12,,1,,2010,8,6,1,,,,20151118
030476316001,0304763160,0304763,7,,12,,2,,2010,8,6,1,,,,20151118
030476316001,0304763160,0304763,8,,12,,2,,1987,6,1,1,2,,,20151118
030476321001,0304763210,0304763,4,9,9,2,,2011,,,6,1,,,,20151118
030476324001,0304763240,0304763,6,,7,,1,,1978,8,1,1,2,,5,20151118
030476324001,0304763240,0304763,7,,8,,2,,1987,,1,1,2,,4,20151118
030476324001,0304763240,0304763,8,,9,,1,,2010,,6,1,,,,20151118
030476325003,0304763250,0304763,4,9,,1,,2008,,,,,,,,20151118
030476325003,0304763250,0304763,5,8,,2,,1991,,,,,,,,20151118
031106101001,0311061010,0311061,5,,8,,2,,1992,8,1,1,2,,4,20151118
031106101001,0311061010,0311061,6,,9,,2,,2011,9,6,4,,,,20151118
031106102002,0311061020,0311061,4,8,,1,,1968,,,,,,,,20151118
031106102002,0311061020,0311061,5,9,9,1,,1991,,,6,1,2,,6,20151118
031106102002,0311061020,0311061,6,,9,,2,,1989,2,6,1,2,,9,20151118
031106103002,0311061030,0311061,4,8,8,2,,1980,,,1,1,2,,4,20151118
031106103002,0311061030,0311061,5,9,9,2,,2003,,,6,1,1,3,,20151118
031106103002,0311061030,0311061,6,9,9,1,,2010,,,6,1,,,,20151118
031106106002,0311061060,0311061,5,9,9,2,,2006,,,6,1,1,1,,20151118
031106108001,0311061080,0311061,3,8,8,1,,1977,,,1,1,2,,2,20151118
031106108001,0311061080,0311061,6,9,9,1,,1903,,,6,1,1,4,,20151118
031106110001,0311061100,0311061,4,8,8,2,,1976,,,1,1,2,,2,20151118
031106110001,0311061100,0311061,5,9,9,2,,1997,,,6,1,1,11,,20151118
031106110001,0311061100,0311061,6,9,9,2,,2002,,,6,1,1,6,,20151118
031106110001,0311061100,0311061,7,9,9,2,,2010,,,6,1,,,,20151118
031106112001,0311061120,0311061,4,8,8,2,,1975,,,1,1,2,,2,20151118
031106112001,0311061120,0311061,5,9,9,2,,1995,,,6,1,1,12,,20151118
031106112001,0311061120,0311061,6,9,9,1,,2002,,,6,1,1,4,,20151118
031106113002,0311061130,0311061,3,9,9,2,,2007,,,6,1,,,,20151118
031106113002,0311061130,0311061,4,9,9,2,,2004,,,6,1,2,,,20151118
031106116002,0311061160,0311061,4,8,8,2,,1982,,,1,1,2,,4,20151118
031106116002,0311061160,0311061,5,9,9,1,,2005,,,6,1,1,2,,20151118
031106116002,0311061160,0311061,6,9,9,1,,2008,,,6,2,,,,20151118
031106117001,0311061170,0311061,3,8,8,2,,1977,,,1,1,2,,6,20151118
031106117001,0311061170,0311061,4,9,9,1,,1998,,,6,1,1,11,,20151118
031106117001,0311061170,0311061,5,9,9,1,,2008,,,6,1,,,,20151118
031106119001,0311061190,0311061,4,9,9,1,,2006,,,6,1,1,3,,20151118
031106119001,0311061190,0311061,6,,8,,2,,1983,10,1,1,2,,4,20151118
031106119001,0311061190,0311061,7,,9,,1,,2012,12,6,1,,,,20151118
031106123002,0311061230,0311061,2,8,8,2,,1986,,,1,1,2,,5,20151118
031106123002,0311061230,0311061,5,9,9,1,,2008,,,6,1,,,,20151118
031106125001,0311061250,0311061,5,8,8,2,,1973,,,1,1,2,,4,20151118
031106125001,0311061250,0311061,6,8,8,2,,1976,,,1,1,2,,5,20151118
031106125001,0311061250,0311061,7,9,9,2,,1996,,,6,1,1,12,,20151118
031106125001,0311061250,0311061,8,9,9,1,,2003,,,6,1,1,5,,20151118
031106201001,0311062010,0311062,3,8,8,2,,1972,,,2,1,2,,4,20151118
031106201001,0311062010,0311062,4,9,9,1,,1994,,,6,1,2,,5,20151118
031106201001,0311062010,0311062,5,9,9,1,,1995,,,6,1,2,,5,20151118
031106202002,0311062020,0311062,6,9,9,2,,2007,,,6,1,,,,20151118
031106202002,0311062020,0311062,7,,8,,2,,1990,,1,1,2,,6,20151118
031106203002,0311062030,0311062,3,10,8,1,,1982,,,1,1,2,,2,20151118
031106203002,0311062030,0311062,5,9,9,2,,2003,,,6,1,1,3,,20151118
031106203002,0311062030,0311062,6,9,9,1,,2005,,,6,1,1,2,,20151118
031106207001,0311062070,0311062,5,,8,,2,,1989,11,1,2,2,,9,20151118
031106207001,0311062070,0311062,6,,9,,1,,2013,5,6,4,,,,20151118
031106211001,0311062110,0311062,2,8,8,2,,1960,,,1,1,2,,1,20151118
031106211001,0311062110,0311062,4,9,9,2,,1995,,,6,1,1,13,,20151118
031106211001,0311062110,0311062,5,9,9,1,,1998,,,6,1,1,11,,20151118
031106211001,0311062110,0311062,6,,9,,1,,1990,4,6,1,2,,4,20151118
031106216002,0311062160,0311062,5,8,8,2,,1987,,,1,1,2,,5,20151118
031106216002,0311062160,0311062,7,9,9,1,,2006,,,6,1,1,1,,20151118
031106216002,0311062160,0311062,10,9,9,2,,2009,,,6,1,,,,20151118
031106221002,0311062210,0311062,3,,8,,2,,1988,1,2,1,2,,8,20151118
031106223001,0311062230,0311062,2,,8,,2,,,,1,1,,,,20151118
031106223001,0311062230,0311062,3,,9,,2,,2003,,6,1,1,4,,20151118
031106223001,0311062230,0311062,4,,9,,2,,2012,,6,1,,,,20151118
031106226002,0311062260,0311062,3,,7,,2,,1988,8,6,1,2,,8,20151118
031106226002,0311062260,0311062,4,,7,,2,,1990,6,6,1,2,,5,20151118
031106226002,0311062260,0311062,5,,7,,1,,1992,4,6,1,2,,4,20151118
031106228002,0311062280,0311062,6,,8,,2,,1986,,1,1,2,,6,20151118
031106228002,0311062280,0311062,7,,9,,2,,2009,,6,1,,,,20151118
031106228002,0311062280,0311062,11,,9,,1,,2011,,6,1,,,,20151118
031106302001,0311063020,0311063,4,8,8,2,,1977,,,1,1,2,,5,20151118
031106302001,0311063020,0311063,5,9,9,1,,1995,,,6,1,1,11,,20151118
031106302001,0311063020,0311063,6,9,9,2,,2003,,,6,1,1,4,,20151118
031106302001,0311063020,0311063,7,9,9,1,,2007,,,6,1,,,,20151118
031106306002,0311063060,0311063,4,8,8,2,,1977,,,1,1,2,,4,20151118
031106306002,0311063060,0311063,5,9,9,1,,1997,,,6,1,2,,5,20151118
031106306002,0311063060,0311063,6,9,9,1,,2001,,,6,1,1,7,,20151118
031106307001,0311063070,0311063,4,8,8,2,,1967,,,1,1,2,,5,20151118
031106307001,0311063070,0311063,5,9,9,1,,1994,,,6,1,2,,6,20151118
031106307001,0311063070,0311063,6,9,9,1,,1999,,,6,1,1,8,,20151118
031106318002,0311063180,0311063,3,8,8,1,,1981,,,1,1,2,,5,20151118
031106318002,0311063180,0311063,6,9,9,1,,2006,,,6,1,1,1,,20151118
031106318002,0311063180,0311063,8,,9,,2,,2011,6,6,1,,,,20151118
031106320001,0311063200,0311063,2,8,8,2,,1969,,,1,1,2,,1,20151118
031106320001,0311063200,0311063,4,9,9,1,,1988,,,1,1,2,,6,20151118
031106320001,0311063200,0311063,5,9,12,2,,1988,,,1,1,2,,5,20151118
031106320001,0311063200,0311063,6,9,9,2,,1990,,,6,1,2,,9,20151118
031106321001,0311063210,0311063,2,8,8,2,,1974,,,1,1,2,,5,20151118
031106321001,0311063210,0311063,3,9,9,2,,1999,,,6,1,1,7,,20151118
031106321001,0311063210,0311063,4,9,9,1,,2006,,,6,1,1,1,,20151118
031106323001,0311063230,0311063,4,8,8,2,,1982,,,1,1,2,,5,20151118
031106323001,0311063230,0311063,6,8,8,2,,1987,,,1,1,2,,5,20151118
031106323001,0311063230,0311063,7,9,9,1,,2005,,,6,1,1,2,,20151118
031106323001,0311063230,0311063,8,9,9,1,,2010,,,6,1,,,,20151118
031106323001,0311063230,0311063,9,9,9,1,,2010,,,6,1,,,,20151118
031106327001,0311063270,0311063,3,,7,,1,,1973,,1,1,2,,8,20151118
031106327001,0311063270,0311063,6,,9,,2,,2002,12,6,1,1,5,,20151118
031106327001,0311063270,0311063,7,,9,,2,,2008,6,6,1,,,,20151118
031106327001,0311063270,0311063,8,,9,,2,,2009,3,6,1,,,,20151118
034043105001,0340431050,0340431,1,8,8,1,,1951,,,1,1,2,,4,20151118
034043111001,0340431110,0340431,3,9,9,2,,2006,,,6,1,1,,,20151118
034043111001,0340431110,0340431,8,8,8,2,,1983,,,1,1,2,,,20151118
034043113001,0340431130,0340431,2,8,8,2,,1987,,,6,1,2,,5,20151118
034043113001,0340431130,0340431,3,9,9,1,,2010,,,6,1,,,,20151118
034043114002,0340431140,0340431,4,8,8,2,,1973,,,1,1,2,,2,20151118
034043114002,0340431140,0340431,5,9,9,1,,1991,,,6,1,1,19,,20151118
034043114002,0340431140,0340431,6,9,9,1,,2008,,,6,1,,,,20151118
034043116001,0340431160,0340431,4,9,9,2,,2006,,,6,4,1,1,,20151118
034043116001,0340431160,0340431,5,9,9,1,,2009,,,6,4,,,,20151118
034043118002,0340431180,0340431,3,9,9,1,,2009,,,6,1,,,,20151118
034043118002,0340431180,0340431,5,8,8,2,,1985,,,1,1,2,,5,20151118
034043121001,0340431210,0340431,5,,8,,2,,,,1,1,,,,20151118
034043121001,0340431210,0340431,6,,8,,2,,1986,5,1,1,2,,4,20151118
034043121001,0340431210,0340431,7,,9,,2,,2007,5,6,1,,,,20151118
034043204001,0340432040,0340432,4,,8,,2,,1983,,2,1,2,,5,20151118
034043204001,0340432040,0340432,5,,9,,2,,2006,,6,1,1,1,,20151118
034043204001,0340432040,0340432,6,,9,,2,,2009,,6,1,,,,20151118
034043204001,0340432040,0340432,7,,9,,1,,2012,3,6,1,,,,20151118
034043205002,0340432050,0340432,3,,7,,1,,,,,,,,,20151118
034043205002,0340432050,0340432,5,,8,,2,,1974,,1,2,2,,6,20151118
034043205002,0340432050,0340432,6,,9,,2,,2002,5,6,2,1,3,,20151118
034043208001,0340432080,0340432,6,,8,,2,,1990,12,1,1,2,,,20151118
034043212001,0340432120,0340432,7,,8,,2,,1984,,1,1,2,,5,20151118
034043212001,0340432120,0340432,8,,9,,2,,2013,5,6,1,,,,20151118
034043214001,0340432140,0340432,3,8,8,2,,1974,,,1,1,2,,5,20151118
034043214001,0340432140,0340432,5,9,9,2,,1999,,,6,1,1,8,,20151118
034043214001,0340432140,0340432,6,9,9,1,,2004,,,6,1,1,2,,20151118
034043217001,0340432170,0340432,4,9,9,1,,2005,,,6,4,1,2,,20151118
034043217001,0340432170,0340432,7,,8,,2,,1984,9,1,1,2,,5,20151118
034043217001,0340432170,0340432,8,,9,,2,,2008,10,6,1,,,,20151118
034043221002,0340432210,0340432,3,,8,,1,,1974,,1,1,2,,2,20151118
034043221002,0340432210,0340432,5,,9,,1,,2000,10,6,1,1,5,,20151118
034043221002,0340432210,0340432,6,,9,,1,,2004,10,6,1,1,3,,20151118
034043301001,0340433010,0340433,2,10,,2,,1952,,,,,,,,20151118
034043301001,0340433010,0340433,4,8,8,2,,1976,,,1,1,2,,4,20151118
034043301001,0340433010,0340433,5,9,9,1,,1998,,,6,1,2,,4,20151118
034043301001,0340433010,0340433,6,8,8,2,,1982,,,1,1,2,,5,20151118
034043301001,0340433010,0340433,7,9,9,1,,2010,,,6,1,,,,20151118
034043301001,0340433010,0340433,9,8,8,2,,,,,1,2,,,,20151118
034043301001,0340433010,0340433,10,9,9,1,,2006,,,6,2,2,,,20151118
034043301001,0340433010,0340433,12,9,9,2,,1994,,,6,1,2,,5,20151118
034043302001,0340433020,0340433,2,9,9,1,,2010,,,6,1,,,,20151118
034043304001,0340433040,0340433,5,,8,,2,,1989,11,1,1,2,,,20151118
034043305001,0340433050,0340433,3,8,8,2,,1981,,,1,1,2,,4,20151118
034043305001,0340433050,0340433,4,9,9,1,,2003,,,6,1,1,4,,20151118
034043305001,0340433050,0340433,5,9,9,2,,2010,,,6,1,,,,20151118
034043305001,0340433050,0340433,8,,8,,2,,1987,5,1,1,2,,4,20151118
034043305001,0340433050,0340433,9,,9,,1,,2000,4,6,1,1,7,,20151118
034043305001,0340433050,0340433,10,,9,,1,,2007,1,6,1,,,,20151118
034043305001,0340433050,0340433,11,,9,,1,,2009,4,6,1,,,,20151118
034043307001,0340433070,0340433,4,8,8,2,,1989,,,1,1,2,,5,20151118
034043307001,0340433070,0340433,5,9,9,2,,2010,,,6,1,,,,20151118
034043307001,0340433070,0340433,8,,8,,2,,1990,1,1,1,2,,7,20151118
034043307001,0340433070,0340433,9,,9,,1,,2013,3,6,1,,,,20151118
034043311001,0340433110,0340433,5,,8,,2,,1989,5,1,1,2,,5,20151118
034043311001,0340433110,0340433,6,,9,,2,,2012,10,6,1,,,,20151118
034043314001,0340433140,0340433,3,8,8,2,,1980,,,1,1,2,,5,20151118
034043314001,0340433140,0340433,4,,9,,1,,2006,5,6,1,1,1,,20151118
034043315001,0340433150,0340433,3,9,9,1,,1999,,,6,1,1,8,,20151118
034043317001,0340433170,0340433,3,10,9,1,,2009,,,6,1,,,,20151118
034043317001,0340433170,0340433,4,10,9,2,,2004,,,6,1,1,3,,20151118
034043317001,0340433170,0340433,5,10,9,2,,2005,,,6,1,1,2,,20151118
034043317001,0340433170,0340433,7,8,8,2,,1987,,,1,1,2,,5,20151118
034043319001,0340433190,0340433,4,8,8,2,,1974,,,1,1,2,,6,20151118
034043319001,0340433190,0340433,5,9,9,1,,1998,,,6,2,1,11,,20151118
034043321002,0340433210,0340433,5,9,9,2,,2004,,,6,1,1,2,,20151118
034043323001,0340433230,0340433,2,9,9,2,,2004,,,6,1,1,3,,20151118
034043323001,0340433230,0340433,3,9,9,1,,2005,,,6,1,1,2,,20151118
034043326001,0340433260,0340433,2,9,9,2,,1990,,,6,1,2,,6,20151118
034043326001,0340433260,0340433,3,9,9,1,,1985,,,1,1,2,,9,20151118
034043326001,0340433260,0340433,4,,8,,2,,1962,,1,1,2,,4,20151118
034043330001,0340433300,0340433,5,,8,,2,,1980,7,1,2,2,,8,20151118
034043330001,0340433300,0340433,7,,8,,2,,1985,,1,2,2,,8,20151118
034676106001,0346761060,0346761,3,9,9,2,,1998,,,6,1,1,8,,20151118
034676107001,0346761070,0346761,5,8,8,2,,1981,,,1,1,2,,5,20151118
034676107001,0346761070,0346761,6,9,9,2,,2003,,,6,1,1,5,,20151118
034676107001,0346761070,0346761,7,9,9,2,,2009,,,6,1,,,,20151118
034676107001,0346761070,0346761,8,,9,,1,,2010,11,6,1,,,,20151118
034676108002,0346761080,0346761,4,8,8,2,,1979,,,1,1,2,,7,20151118
034676108002,0346761080,0346761,5,9,9,1,,2000,,,6,1,1,6,,20151118
034676108002,0346761080,0346761,6,9,9,1,,2010,,,6,1,,,,20151118
034676113001,0346761130,0346761,3,,8,,2,,1968,6,1,1,2,,1,20151118
034676113001,0346761130,0346761,4,,9,,1,,1988,8,6,1,2,,4,20151118
034676119001,0346761190,0346761,2,8,8,2,,1981,,,1,1,2,,5,20151118
034676119001,0346761190,0346761,5,9,9,1,,2003,,,6,1,1,4,,20151118
034676119001,0346761190,0346761,6,9,9,1,,2007,,,6,1,,,,20151118
034676120002,0346761200,0346761,3,8,8,2,,1987,,,1,1,2,,5,20151118
