ID,householdID,communityID,HHmemberID,member_type,type_id,a005_w3,a006_w3,a006_w3_1,a006_w3_2,a006,versionID
194037332002,1940373320,1940373,1,1,,,,,,,20171011
194037332002,1940373320,1940373,2,2,,,,,,,20171011
194037335001,1940373350,1940373,1,1,,,,,,,20171011
194037335001,1940373350,1940373,2,2,,,,,,,20171011
194037327001,1940373270,1940373,1,1,,,,,,,20171011
194037327001,1940373270,1940373,2,2,,,,,,,20171011
194037346001,1940373460,1940373,1,1,,,,,,,20171011
194037346001,1940373460,1940373,2,2,,,,,,,20171011
194037330001,1940373300,1940373,1,1,,,,,,,20171011
194037330001,1940373300,1940373,2,2,,,,,,,20171011
194037336001,1940373360,1940373,1,1,,,,,,,20171011
194037336001,1940373360,1940373,2,2,,,,,,,20171011
194037338001,1940373380,1940373,1,1,,,,,,,20171011
194037338001,1940373380,1940373,2,2,,,,,,,20171011
194037334001,1940373340,1940373,1,1,,,,,,,20171011
194037334001,1940373340,1940373,2,2,,,,,,,20171011
194037334001,1940373340,1940373,3,4,1,,,,,,20171011
194037318002,1940373180,1940373,1,1,,,,,,,20171011
194037318002,1940373180,1940373,2,2,,,,,,,20171011
194037349001,1940373490,1940373,1,1,,,,,,,20171011
194037312001,1940373120,1940373,1,1,,,,,,,20171011
064028313002,0640283130,0640283,1,1,,,,,,,20171011
064028313002,0640283130,0640283,2,2,,,,,,,20171011
064028316002,0640283160,0640283,1,1,,,,,,,20171011
064028316002,0640283160,0640283,2,2,,,,,,,20171011
064028316002,0640283160,0640283,3,4,1,,,,,,20171011
064028316002,0640283160,0640283,4,4,2,,,,,,20171011
064028307001,0640283070,0640283,1,1,,,,,,,20171011
064028307001,0640283070,0640283,3,4,1,,,,,,20171011
064028317001,0640283170,0640283,1,1,,,,,,,20171011
064028317001,0640283170,0640283,2,2,,,,,,,20171011
064028317001,0640283170,0640283,3,4,1,,,,,,20171011
064028314001,0640283140,0640283,1,1,,,,,,,20171011
064028314001,0640283140,0640283,2,2,,,,,,,20171011
064028310001,0640283100,0640283,1,1,,,,,,,20171011
064028304001,0640283040,0640283,1,1,,,,,,,20171011
064028304001,0640283040,0640283,2,2,,,,,,,20171011
064028304001,0640283040,0640283,3,4,1,,,,,,20171011
064028312001,0640283120,0640283,1,1,,,,,,,20171011
064028312001,0640283120,0640283,2,2,,,,,,,20171011
064028312001,0640283120,0640283,3,4,1,,,,,,20171011
064028301001,0640283010,0640283,1,1,,,,,,,20171011
064028106001,0640281060,0640281,1,1,,,,,,,20171011
064028109001,0640281090,0640281,1,1,,,,,,,20171011
064028109001,0640281090,0640281,3,4,1,,,,,,20171011
064028105002,0640281050,0640281,1,1,,,,,,,20171011
064028105002,0640281050,0640281,2,2,,,,,,,20171011
064028101002,0640281010,0640281,1,1,,,,,,,20171011
064028101002,0640281010,0640281,2,2,,,,,,,20171011
064028124002,0640281240,0640281,1,1,,,,,,,20171011
064028124002,0640281240,0640281,2,2,,,,,,,20171011
064028124002,0640281240,0640281,3,4,1,,,,,,20171011
064028108002,0640281080,0640281,1,1,,,,,,,20171011
064028108002,0640281080,0640281,2,2,,,,,,,20171011
064028108002,0640281080,0640281,3,4,1,,,,,,20171011
064028102001,0640281020,0640281,1,1,,,,,,,20171011
064028102001,0640281020,0640281,3,4,1,,,,,,20171011
064028123001,0640281230,0640281,1,1,,,,,,,20171011
064028123001,0640281230,0640281,2,2,,,,,,,20171011
064028123001,0640281230,0640281,3,4,1,,,,,,20171011
064028111001,0640281110,0640281,1,1,,,,,,,20171011
064028111001,0640281110,0640281,2,2,,,,,,,20171011
064028110003,0640281100,0640281,1,1,,,,,,,20171011
064028110003,0640281100,0640281,2,2,,,,,,,20171011
064028110003,0640281100,0640281,3,4,1,,,,,,20171011
064028103001,0640281030,0640281,1,1,,,,,,,20171011
064028103001,0640281030,0640281,2,2,,,,,,,20171011
064028103001,0640281030,0640281,3,4,1,,,,,,20171011
064028115001,0640281150,0640281,1,1,,,,,,,20171011
064028115001,0640281150,0640281,2,2,,,,,,,20171011
064028115001,0640281150,0640281,3,4,1,,,,,,20171011
064028125001,0640281250,0640281,1,1,,,,,,,20171011
064028114002,0640281140,0640281,1,1,,,,,,,20171011
064028114002,0640281140,0640281,2,2,,,,,,,20171011
064028122001,0640281220,0640281,1,1,,,,,,,20171011
064028122001,0640281220,0640281,2,2,,,,,,,20171011
064028122001,0640281220,0640281,3,4,1,,,,,,20171011
064028104002,0640281040,0640281,1,1,,,,,,,20171011
064028104002,0640281040,0640281,2,2,,,,,,,20171011
064028113002,0640281130,0640281,1,1,,,,,,,20171011
064028113002,0640281130,0640281,2,2,,,,,,,20171011
064028208002,0640282080,0640282,1,1,,,,,,,20171011
064028208002,0640282080,0640282,2,2,,,,,,,20171011
064028218002,0640282180,0640282,1,1,,,,,,,20171011
064028218002,0640282180,0640282,2,2,,,,,,,20171011
064028218002,0640282180,0640282,3,4,1,,,,,,20171011
064028207002,0640282070,0640282,1,1,,,,,,,20171011
064028207002,0640282070,0640282,2,2,,,,,,,20171011
064028207002,0640282070,0640282,3,4,1,,,,,,20171011
064028217001,0640282170,0640282,1,1,,,,,,,20171011
064028217001,0640282170,0640282,2,2,,,,,,,20171011
064028223001,0640282230,0640282,1,1,,,,,,,20171011
064028223001,0640282230,0640282,2,2,,,,,,,20171011
064028223001,0640282230,0640282,3,4,1,,,,,,20171011
064028205001,0640282050,0640282,1,1,,,,,,,20171011
064028205001,0640282050,0640282,3,4,1,,,,,,20171011
064028203002,0640282030,0640282,1,1,,,,,,,20171011
064028203002,0640282030,0640282,2,2,,,,,,,20171011
064028213001,0640282130,0640282,1,1,,,,,,,20171011
064028213001,0640282130,0640282,3,7,,2,2,1995,2,9,20171011
064028221001,0640282210,0640282,1,1,,,,,,,20171011
064028221001,0640282210,0640282,2,2,,,,,,,20171011
064028221001,0640282210,0640282,3,4,1,,,,,,20171011
064028226002,0640282260,0640282,1,1,,,,,,,20171011
064028226002,0640282260,0640282,2,2,,,,,,,20171011
064028226002,0640282260,0640282,3,4,1,,,,,,20171011
064028204002,0640282040,0640282,1,1,,,,,,,20171011
064028204002,0640282040,0640282,2,2,,,,,,,20171011
064028220001,0640282200,0640282,1,1,,,,,,,20171011
064028206001,0640282060,0640282,1,1,,,,,,,20171011
064028206001,0640282060,0640282,3,4,1,,,,,,20171011
064028216001,0640282160,0640282,1,1,,,,,,,20171011
064028216001,0640282160,0640282,3,4,1,,,,,,20171011
064028209001,0640282090,0640282,1,1,,,,,,,20171011
064028209001,0640282090,0640282,2,2,,,,,,,20171011
064028219002,0640282190,0640282,1,1,,,,,,,20171011
064028219002,0640282190,0640282,2,2,,,,,,,20171011
064028211001,0640282110,0640282,1,1,,,,,,,20171011
064028211001,0640282110,0640282,3,4,3,,,,,,20171011
064028224001,0640282240,0640282,1,1,,,,,,,20171011
064028224001,0640282240,0640282,2,2,,,,,,,20171011
064028224001,0640282240,0640282,3,4,1,,,,,,20171011
064028214001,0640282140,0640282,1,1,,,,,,,20171011
064028214001,0640282140,0640282,3,4,1,,,,,,20171011
064028202001,0640282020,0640282,1,1,,,,,,,20171011
064033321002,0640333210,0640333,1,1,,,,,,,20171011
064033327002,0640333270,0640333,1,1,,,,,,,20171011
064033327002,0640333270,0640333,3,7,,1,2,2005,6,9,20171011
064033327002,0640333270,0640333,4,7,,1,2,2005,6,9,20171011
064033325001,0640333250,0640333,1,1,,,,,,,20171011
064033325001,0640333250,0640333,2,2,,,,,,,20171011
064033325001,0640333250,0640333,3,4,1,,,,,,20171011
064033322001,0640333220,0640333,1,1,,,,,,,20171011
064033322001,0640333220,0640333,2,2,,,,,,,20171011
064033322001,0640333220,0640333,3,4,3,,,,,,20171011
064033330002,0640333300,0640333,1,1,,,,,,,20171011
064033330002,0640333300,0640333,2,2,,,,,,,20171011
064033341001,0640333410,0640333,1,1,,,,,,,20171011
064033341001,0640333410,0640333,2,2,,,,,,,20171011
064033341001,0640333410,0640333,3,3,1,,,,,,20171011
064033341001,0640333410,0640333,4,3,2,,,,,,20171011
064033341001,0640333410,0640333,5,4,2,,,,,,20171011
064033324002,0640333240,0640333,1,1,,,,,,,20171011
064033324002,0640333240,0640333,2,2,,,,,,,20171011
064033324002,0640333240,0640333,3,4,1,,,,,,20171011
064033333001,0640333330,0640333,1,1,,,,,,,20171011
064033306002,0640333060,0640333,1,1,,,,,,,20171011
064033306002,0640333060,0640333,2,2,,,,,,,20171011
064033301001,0640333010,0640333,1,1,,,,,,,20171011
064033301001,0640333010,0640333,2,2,,,,,,,20171011
064033342002,0640333420,0640333,1,1,,,,,,,20171011
064033342002,0640333420,0640333,2,2,,,,,,,20171011
064033331002,0640333310,0640333,1,1,,,,,,,20171011
064033303001,0640333030,0640333,1,1,,,,,,,20171011
064033303001,0640333030,0640333,3,4,1,,,,,,20171011
064033303001,0640333030,0640333,4,7,,2,1,1998,8,9,20171011
064033340002,0640333400,0640333,1,1,,,,,,,20171011
064033336001,0640333360,0640333,1,1,,,,,,,20171011
064033336001,0640333360,0640333,3,4,2,,,,,,20171011
064033304001,0640333040,0640333,1,1,,,,,,,20171011
064033343001,0640333430,0640333,1,1,,,,,,,20171011
064033337001,0640333370,0640333,1,1,,,,,,,20171011
064033307001,0640333070,0640333,1,1,,,,,,,20171011
064033326001,0640333260,0640333,1,1,,,,,,,20171011
064033326001,0640333260,0640333,2,2,,,,,,,20171011
064033320001,0640333200,0640333,1,1,,,,,,,20171011
064033320001,0640333200,0640333,3,4,3,,,,,,20171011
064033308001,0640333080,0640333,1,1,,,,,,,20171011
064033334001,0640333340,0640333,1,1,,,,,,,20171011
064033334001,0640333340,0640333,3,4,1,,,,,,20171011
064033319002,0640333190,0640333,1,1,,,,,,,20171011
064033319002,0640333190,0640333,2,2,,,,,,,20171011
064033313002,0640333130,0640333,1,1,,,,,,,20171011
064033313002,0640333130,0640333,2,2,,,,,,,20171011
064033316002,0640333160,0640333,1,1,,,,,,,20171011
064033316002,0640333160,0640333,3,4,1,,,,,,20171011
064033335002,0640333350,0640333,1,1,,,,,,,20171011
064033335002,0640333350,0640333,2,2,,,,,,,20171011
064033335002,0640333350,0640333,3,4,1,,,,,,20171011
064033314002,0640333140,0640333,1,1,,,,,,,20171011
064033314002,0640333140,0640333,2,2,,,,,,,20171011
064033318002,0640333180,0640333,1,1,,,,,,,20171011
064033328001,0640333280,0640333,1,1,,,,,,,20171011
064033328001,0640333280,0640333,2,2,,,,,,,20171011
064033338002,0640333380,0640333,1,1,,,,,,,20171011
064033317001,0640333170,0640333,1,1,,,,,,,20171011
064033317001,0640333170,0640333,3,4,1,,,,,,20171011
064033323001,0640333230,0640333,1,1,,,,,,,20171011
064033323001,0640333230,0640333,3,4,1,,,,,,20171011
064033323001,0640333230,0640333,5,7,,1,2,1979,2,8,20171011
064033339001,0640333390,0640333,1,1,,,,,,,20171011
064033302001,0640333020,0640333,1,1,,,,,,,20171011
064033302001,0640333020,0640333,2,2,,,,,,,20171011
064033309001,0640333090,0640333,1,1,,,,,,,20171011
064033329002,0640333290,0640333,1,1,,,,,,,20171011
064033329002,0640333290,0640333,2,2,,,,,,,20171011
064033312001,0640333120,0640333,1,1,,,,,,,20171011
064033312001,0640333120,0640333,2,2,,,,,,,20171011
064033311002,0640333110,0640333,1,1,,,,,,,20171011
064033311002,0640333110,0640333,2,2,,,,,,,20171011
064033332001,0640333320,0640333,1,1,,,,,,,20171011
064033310001,0640333100,0640333,1,1,,,,,,,20171011
064033310001,0640333100,0640333,2,2,,,,,,,20171011
064033221002,0640332210,0640332,1,1,,,,,,,20171011
064033221002,0640332210,0640332,2,2,,,,,,,20171011
064033234001,0640332340,0640332,1,1,,,,,,,20171011
064033207002,0640332070,0640332,1,1,,,,,,,20171011
064033223002,0640332230,0640332,1,1,,,,,,,20171011
064033223002,0640332230,0640332,2,2,,,,,,,20171011
064033212002,0640332120,0640332,1,1,,,,,,,20171011
064033212002,0640332120,0640332,2,2,,,,,,,20171011
064033212002,0640332120,0640332,3,4,2,,,,,,20171011
064033219002,0640332190,0640332,1,1,,,,,,,20171011
064033215001,0640332150,0640332,1,1,,,,,,,20171011
064033215001,0640332150,0640332,3,5,2,,,,,,20171011
064033215001,0640332150,0640332,4,7,,2,2,1974,12,6,20171011
064033225001,0640332250,0640332,1,1,,,,,,,20171011
064033225001,0640332250,0640332,3,3,2,,,,,,20171011
064033213001,0640332130,0640332,1,1,,,,,,,20171011
064033213001,0640332130,0640332,2,2,,,,,,,20171011
064033232002,0640332320,0640332,1,1,,,,,,,20171011
064033232002,0640332320,0640332,2,2,,,,,,,20171011
064033232002,0640332320,0640332,3,4,1,,,,,,20171011
064033201001,0640332010,0640332,1,1,,,,,,,20171011
064033201001,0640332010,0640332,2,2,,,,,,,20171011
064033208002,0640332080,0640332,1,1,,,,,,,20171011
064033208002,0640332080,0640332,2,2,,,,,,,20171011
064033208002,0640332080,0640332,3,7,,1,2,2007,5,9,20171011
064033208002,0640332080,0640332,4,7,,1,2,2009,8,9,20171011
064033230001,0640332300,0640332,1,1,,,,,,,20171011
064033203001,0640332030,0640332,1,1,,,,,,,20171011
064033203001,0640332030,0640332,3,4,5,,,,,,20171011
064033209002,0640332090,0640332,1,1,,,,,,,20171011
064033209002,0640332090,0640332,2,2,,,,,,,20171011
064033209002,0640332090,0640332,3,4,1,,,,,,20171011
064033206001,0640332060,0640332,1,1,,,,,,,20171011
064033206001,0640332060,0640332,3,4,3,,,,,,20171011
064033226001,0640332260,0640332,1,1,,,,,,,20171011
064033226001,0640332260,0640332,2,2,,,,,,,20171011
064033226001,0640332260,0640332,3,4,4,,,,,,20171011
064033220002,0640332200,0640332,1,1,,,,,,,20171011
064033220002,0640332200,0640332,2,2,,,,,,,20171011
064033220002,0640332200,0640332,3,3,1,,,,,,20171011
064033220002,0640332200,0640332,4,3,2,,,,,,20171011
064033220002,0640332200,0640332,5,4,1,,,,,,20171011
064033210001,0640332100,0640332,1,1,,,,,,,20171011
064033210001,0640332100,0640332,2,2,,,,,,,20171011
064033228001,0640332280,0640332,1,1,,,,,,,20171011
064033228001,0640332280,0640332,2,2,,,,,,,20171011
064033217001,0640332170,0640332,1,1,,,,,,,20171011
064033217001,0640332170,0640332,3,7,,1,2,2008,2,9,20171011
064033217001,0640332170,0640332,4,7,,1,2,2008,2,9,20171011
064033231001,0640332310,0640332,1,1,,,,,,,20171011
064033231001,0640332310,0640332,2,2,,,,,,,20171011
064033231001,0640332310,0640332,3,4,2,,,,,,20171011
064033231001,0640332310,0640332,4,4,4,,,,,,20171011
064033211001,0640332110,0640332,1,1,,,,,,,20171011
064033211001,0640332110,0640332,2,2,,,,,,,20171011
064033211001,0640332110,0640332,3,4,1,,,,,,20171011
064033235002,0640332350,0640332,1,1,,,,,,,20171011
064033235002,0640332350,0640332,2,2,,,,,,,20171011
064033235002,0640332350,0640332,3,4,3,,,,,,20171011
064033224001,0640332240,0640332,1,1,,,,,,,20171011
064033224001,0640332240,0640332,2,2,,,,,,,20171011
064033224001,0640332240,0640332,3,4,1,,,,,,20171011
064033224001,0640332240,0640332,4,4,2,,,,,,20171011
064033216002,0640332160,0640332,1,1,,,,,,,20171011
064033216002,0640332160,0640332,2,2,,,,,,,20171011
064033216002,0640332160,0640332,3,4,2,,,,,,20171011
064033229001,0640332290,0640332,1,1,,,,,,,20171011
064033229001,0640332290,0640332,2,2,,,,,,,20171011
064033229001,0640332290,0640332,3,4,2,,,,,,20171011
064033229001,0640332290,0640332,4,4,3,,,,,,20171011
064033202001,0640332020,0640332,1,1,,,,,,,20171011
064033202001,0640332020,0640332,3,7,,1,2,1985,12,9,20171011
064033202001,0640332020,0640332,4,7,,1,2,1985,12,9,20171011
064033202001,0640332020,0640332,5,7,,1,2,1985,12,9,20171011
064033202001,0640332020,0640332,6,7,,1,2,1985,12,9,20171011
064033218001,0640332180,0640332,1,1,,,,,,,20171011
064033218001,0640332180,0640332,2,2,,,,,,,20171011
064033218001,0640332180,0640332,3,4,1,,,,,,20171011
064033218001,0640332180,0640332,4,4,2,,,,,,20171011
064033214002,0640332140,0640332,1,1,,,,,,,20171011
064033214002,0640332140,0640332,2,2,,,,,,,20171011
064033214002,0640332140,0640332,3,3,7,,,,,,20171011
064033214002,0640332140,0640332,4,3,8,,,,,,20171011
064033214002,0640332140,0640332,5,4,1,,,,,,20171011
064033214002,0640332140,0640332,6,4,3,,,,,,20171011
064033222001,0640332220,0640332,1,1,,,,,,,20171011
064033222001,0640332220,0640332,2,2,,,,,,,20171011
064033204002,0640332040,0640332,1,1,,,,,,,20171011
064033204002,0640332040,0640332,2,2,,,,,,,20171011
064033204002,0640332040,0640332,3,4,1,,,,,,20171011
064033103001,0640331030,0640331,1,1,,,,,,,20171011
064033103001,0640331030,0640331,3,4,1,,,,,,20171011
064033122003,0640331220,0640331,1,1,,,,,,,20171011
064033122003,0640331220,0640331,2,2,,,,,,,20171011
064033122003,0640331220,0640331,3,3,7,,,,,,20171011
064033122003,0640331220,0640331,4,3,8,,,,,,20171011
064033122003,0640331220,0640331,5,4,1,,,,,,20171011
064033110001,0640331100,0640331,1,1,,,,,,,20171011
064033108001,0640331080,0640331,1,1,,,,,,,20171011
