ID,householdID,communityID,i001,i002,i003,i004,i005,i005_1,i006,i007,i008,i009,i010,i011,i012_1,i012_2,i012_3,i012_4,i012_5,i013,i014s1,i014s2,i015,i016,i017,i018,i019,i020,i021,i022,i023,i024,i025,i026,versionID
298245131001,2982451310,2982451,66,170.0,2,2,1996,,1,1,,,2,1,2,1,1,1,0,,1,,2,1,1,3,2,2,2,6,2,2,4,4,20151118
298245133001,2982451330,2982451,98,98.0,2,2,,1,1,1,,,2,1,2,1,1,1,0,,1,,1,1,1,2,1,2,2,4,2,2,3,3,20151118
298245201001,2982452010,2982452,130,130.0,2,2,,3,1,1,,,2,1,3,1,1,1,1,,1,,1,1,1,2,2,2,2,4,2,2,5,3,20151118
298245202002,2982452020,2982452,140,,2,2,1996,,1,1,,,1,,3,1,1,1,1,,1,,2,1,1,2,2,2,2,6,2,2,4,3,20151118
298245203002,2982452030,2982452,69,150.0,2,2,1989,,1,1,,,1,,2,1,1,1,0,,1,,1,1,1,2,2,2,2,6,1,1,2,3,20151118
298245204002,2982452040,2982452,69,93.75,2,2,1982,,1,1,,,1,,2,1,1,1,0,,1,,2,1,1,3,2,1,,4,2,2,3,3,20151118
298245205001,2982452050,2982452,90,,1,2,1989,,1,1,,,1,,2,0,1,1,0,,1,,1,1,1,3,2,2,2,6,1,2,4,3,20151118
298245206001,2982452060,2982452,70,150.0,2,2,1996,,1,1,,,2,,2,1,1,1,1,,1,,2,1,1,2,2,2,2,6,2,2,4,4,20151118
298245207002,2982452070,2982452,200,330.0,1,2,2004,,1,1,,,1,,4,1,1,1,0,,1,,1,1,1,2,2,2,6,6,2,1,2,3,20151118
298245208001,2982452080,2982452,90,150.0,2,2,2004,,1,1,,,1,,2,1,1,1,1,,1,,1,1,1,2,2,2,2,4,2,2,4,3,20151118
298245209002,2982452090,2982452,100,175.0,1,2,1997,,1,1,,,1,,1,2,0,1,0,10,1,,1,1,1,3,2,2,2,6,2,2,4,3,20151118
298245210001,2982452100,2982452,80,200.0,2,1,1988,,1,1,,,2,1,4,0,0,1,0,5,1,,2,1,1,3,2,2,2,1,2,2,3,3,20151118
298245211001,2982452110,2982452,160,200.0,2,2,2002,,1,1,,,1,,3,2,1,1,1,,1,,1,1,1,2,2,2,2,4,1,1,2,3,20151118
298245212002,2982452120,2982452,186,0.0,2,1,2007,,1,1,,,1,,3,1,1,2,0,,1,2,1,1,1,2,2,1,,4,1,2,4,3,20151118
298245213002,2982452130,2982452,130,140.0,2,2,1996,,1,1,,,1,,4,1,1,1,0,,1,,2,1,1,2,2,2,2,6,1,1,3,4,20151118
298245214002,2982452140,2982452,87,,2,3,1983,,1,1,,,2,1,4,1,1,1,0,,1,,2,1,1,2,1,2,2,2,1,1,3,3,20151118
298245215001,2982452150,2982452,180,200.0,1,2,2005,,1,1,,,1,,4,1,1,1,0,,1,,1,1,1,2,2,2,2,4,1,1,4,3,20151118
298245216001,2982452160,2982452,,,2,2,2006,,1,1,,,2,1,2,1,1,1,1,,1,,1,1,1,2,2,1,,4,1,2,3,3,20151118
298245218003,2982452180,2982452,120,170.0,2,2,2008,,1,1,,,1,,4,1,1,1,1,,,2,1,1,1,2,2,2,2,4,2,2,1,1,20151118
298245219001,2982452190,2982452,,0.0,2,2,1998,,1,1,,,2,1,2,1,1,1,0,,1,,1,1,1,3,2,2,2,2,2,2,3,3,20151118
298245220001,2982452200,2982452,900,350.0,2,2,1999,,1,1,,,2,1,8,4,3,3,0,,1,,2,1,1,2,2,2,2,5,2,2,4,3,20151118
298245221001,2982452210,2982452,120,130.0,2,1,2007,,2,,,,2,,3,1,1,1,1,,,2,1,1,1,2,2,2,2,4,1,1,2,4,20151118
298245222002,2982452220,2982452,150,0.0,2,3,,1,1,1,,,2,1,3,1,1,2,0,,1,,1,1,1,2,1,2,2,4,1,1,4,3,20151118
298245223003,2982452230,2982452,160,0.0,2,1,2008,,2,,1,,2,1,4,2,1,1,1,,1,,1,1,1,2,2,2,2,2,2,2,2,3,20151118
298245224001,2982452240,2982452,125,147.0,2,2,1993,,2,,1,,2,1,2,2,1,1,0,,1,,1,1,1,2,2,2,2,6,1,2,3,3,20151118
298245225001,2982452250,2982452,124,258.0,1,2,1992,,1,1,,,1,,8,0,1,2,0,,1,,1,1,1,2,2,1,,4,1,1,2,3,20151118
298245227002,2982452270,2982452,100,,1,2,,4,1,1,,,1,,3,1,1,1,1,,1,,1,1,1,2,2,2,6,6,1,1,3,3,20151118
298245228002,2982452280,2982452,80,160.0,1,2,1991,,1,1,,,1,,3,2,1,1,0,,1,,1,1,1,2,2,2,2,6,1,2,3,3,20151118
298245229002,2982452290,2982452,200,184.0,2,1,2005,,2,,1,,2,1,10,0,2,1,1,,1,2,1,1,1,2,2,2,5,4,2,1,2,3,20151118
298245230001,2982452300,2982452,200,,2,1,2007,,2,,2,2,2,1,4,2,2,1,1,,1,,2,1,1,2,2,2,7,2,1,1,3,3,20151118
298245231001,2982452310,2982452,100,0.0,2,2,1997,,1,1,,,2,1,4,1,1,1,0,,1,,1,1,1,3,2,2,2,6,2,2,3,3,20151118
298245232001,2982452320,2982452,170,0.0,1,2,1998,,1,1,,,2,1,4,1,1,1,0,,1,,1,1,1,2,2,2,2,5,2,1,3,3,20151118
298245233001,2982452330,2982452,100,100.0,2,2,2004,,1,1,,,2,1,4,0,1,1,0,,1,,1,1,1,2,1,2,2,4,1,1,2,3,20151118
298245301002,2982453010,2982453,120,0.0,2,1,,1,2,,4,2,2,4,3,1,1,1,1,,,2,1,1,1,2,1,1,,2,1,2,4,3,20151118
298245302001,2982453020,2982453,80,0.0,2,1,,1,2,,3,2,2,3,2,1,1,1,1,,,2,1,1,1,2,1,1,,2,1,2,3,3,20151118
298245303002,2982453030,2982453,130,0.0,2,1,2010,,2,,1,,2,2,3,1,1,1,1,,,2,1,1,1,1,1,1,,2,2,1,3,3,20151118
298245304002,2982453040,2982453,130,0.0,2,1,,1,2,,1,,2,2,3,1,1,1,1,,,2,1,1,1,2,1,1,,2,2,2,1,4,20151118
298245305002,2982453050,2982453,120,0.0,2,1,,1,2,,2,2,2,2,3,1,1,1,1,,,2,1,1,1,2,1,2,3,2,2,2,3,3,20151118
298245306002,2982453060,2982453,160,0.0,1,2,1997,,1,1,,,2,1,2,1,1,1,1,,,2,1,1,1,3,2,2,2,2,2,2,3,3,20151118
298245307001,2982453070,2982453,,,2,2,,3,1,1,,,1,,5,0,1,0,0,,1,,2,1,2,3,2,2,6,6,2,2,4,3,20151118
298245308001,2982453080,2982453,100,0.0,2,1,,1,2,,2,2,2,4,3,1,1,1,1,,,2,1,1,1,2,1,1,,2,2,2,3,3,20151118
298245309001,2982453090,2982453,68,0.0,2,1,,1,2,,3,2,2,4,2,1,1,1,1,,,2,1,1,1,2,1,1,,2,2,2,4,3,20151118
298245310002,2982453100,2982453,110,0.0,2,1,2010,,2,,1,,2,2,3,1,1,1,1,,,2,1,1,1,1,1,1,,2,2,2,4,3,20151118
298245312002,2982453120,2982453,110,0.0,2,1,,1,2,,1,,2,2,3,1,1,1,1,,,2,1,1,1,1,1,1,,2,2,2,2,3,20151118
298245313002,2982453130,2982453,200,260.0,2,1,2008,,2,,1,,2,,3,2,2,1,1,,,2,1,1,1,2,2,2,2,5,2,2,3,3,20151118
298245314001,2982453140,2982453,110,0.0,2,1,2010,,2,,4,2,2,4,3,1,1,1,1,,,2,1,1,1,2,1,1,,2,1,1,1,3,20151118
298245315001,2982453150,2982453,130,0.0,2,1,,1,2,,2,2,2,3,3,1,1,1,1,,,2,1,1,1,1,1,1,,2,2,1,3,3,20151118
298245316001,2982453160,2982453,130,0.0,2,1,,1,2,,3,2,1,,3,1,1,1,1,,,2,1,1,1,2,1,1,,2,1,2,2,3,20151118
298245317001,2982453170,2982453,60,0.0,2,1,,1,2,,2,2,2,3,2,1,1,1,1,,,2,1,1,1,2,1,1,,2,2,2,5,2,20151118
298245318002,2982453180,2982453,,,2,2,,,1,1,,,1,,3,1,1,1,0,,1,,1,1,1,3,2,2,2,6,2,2,4,3,20151118
298245319001,2982453190,2982453,120,225.0,2,3,1991,,1,1,,,2,1,2,1,0,1,0,3,1,,2,1,2,2,2,2,2,4,1,1,6,6,20151118
298245321002,2982453210,2982453,130,0.0,2,1,2011,,2,,4,2,2,4,3,1,1,1,1,,,2,1,1,1,2,1,1,,2,1,1,2,3,20151118
298245322002,2982453220,2982453,130,0.0,2,1,,1,2,,1,,2,2,3,1,1,1,1,,,2,1,1,1,2,1,1,,2,2,2,4,3,20151118
298245323001,2982453230,2982453,110,0.0,1,1,,1,2,,4,2,2,4,3,1,1,1,1,,,2,1,1,1,1,1,1,,2,1,1,3,3,20151118
298245324001,2982453240,2982453,60,0.0,2,1,,1,2,,1,,2,2,2,1,1,1,1,,,2,1,1,1,1,1,1,,2,2,2,3,3,20151118
298245325002,2982453250,2982453,110,0.0,2,1,,1,2,,4,2,1,,3,1,1,1,1,,,2,1,1,1,2,1,1,,2,2,1,1,3,20151118
298245326001,2982453260,2982453,90,0.0,2,1,,,2,,4,2,2,4,2,1,1,1,1,,,2,1,1,1,2,1,1,,2,1,2,3,3,20151118
298245327002,2982453270,2982453,,0.0,2,1,,1,2,,1,,2,2,2,1,1,1,1,,,2,1,1,1,2,1,1,,2,2,2,5,2,20151118
298245328001,2982453280,2982453,110,0.0,2,1,2011,,2,,2,2,2,4,3,1,1,1,1,,,2,1,1,1,1,1,1,,2,2,1,2,3,20151118
298245329001,2982453290,2982453,100,0.0,2,2,,4,1,1,,,1,,2,1,0,1,0,5,1,,2,1,2,3,2,2,2,4,2,2,2,3,20151118
298631101001,2986311010,2986311,196,,2,2,1982,,1,1,,,1,,16,0,1,1,0,,1,,2,1,1,3,2,2,2,5,1,1,3,3,20151118
298631102001,2986311020,2986311,130,200.0,2,2,,2,1,1,,,1,,5,1,0,0,1,10,1,,2,1,1,3,2,2,2,6,1,2,3,3,20151118
298631103001,2986311030,2986311,130,500.0,2,2,1997,,1,1,,,1,,3,2,1,1,0,,1,,2,1,1,3,2,2,2,5,1,2,3,3,20151118
298631104002,2986311040,2986311,70,,2,2,1985,,1,1,,,1,,5,0,1,1,0,,1,,2,1,1,3,2,2,2,6,1,2,2,3,20151118
298631105001,2986311050,2986311,140,400.0,2,2,2006,,1,1,,,1,,2,2,1,1,0,,1,,2,1,1,3,2,2,2,4,1,2,3,2,20151118
298631106002,2986311060,2986311,130,360.0,2,2,2003,,1,1,,,2,1,3,3,1,1,0,,1,,2,1,1,3,2,2,2,6,1,2,3,3,20151118
298631107001,2986311070,2986311,120,480.0,2,2,1998,,1,1,,,2,1,2,1,1,1,0,,1,,2,1,1,3,2,2,2,6,2,2,3,3,20151118
298631108001,2986311080,2986311,120,460.0,2,3,1996,,1,1,,,2,1,3,2,1,1,0,,1,,2,1,1,3,2,2,2,6,1,2,3,2,20151118
298631109002,2986311090,2986311,150,,2,2,2013,,1,1,,,2,1,5,0,1,1,0,,1,,2,1,1,3,2,2,2,4,2,2,3,3,20151118
298631111001,2986311110,2986311,40,,1,4,2006,,1,1,,,2,1,1,1,1,1,0,,1,,2,1,1,3,2,2,2,4,2,2,4,3,20151118
298631112001,2986311120,2986311,50,400.0,2,2,2003,,1,1,,,1,,5,0,0,0,0,0,1,,1,1,1,3,2,2,2,1,1,1,1,3,20151118
298631113001,2986311130,2986311,170,,2,2,1999,,1,1,,,2,1,5,1,0,1,1,10,1,,2,1,1,3,2,2,2,6,1,1,3,3,20151118
298631114001,2986311140,2986311,120,400.0,2,2,2004,,1,1,,,1,,4,2,0,0,0,10,1,,2,1,1,3,2,2,2,4,2,2,2,3,20151118
298631115001,2986311150,2986311,100,380.0,2,2,2001,,1,1,,,2,1,2,2,1,1,0,,1,,2,1,1,3,2,2,2,4,2,2,2,3,20151118
298631116001,2986311160,2986311,35,120.0,2,2,2006,,1,1,,,1,,1,0,1,1,0,2,1,,2,1,1,3,2,2,6,6,2,2,5,2,20151118
298631117001,2986311170,2986311,200,400.0,2,2,2000,,1,1,,,1,,2,2,1,2,0,,1,,2,1,1,3,2,2,2,5,2,2,3,3,20151118
298631118002,2986311180,2986311,160,,2,2,2007,,1,1,,,2,1,2,2,1,1,0,,1,,2,1,2,3,2,2,2,6,1,2,2,3,20151118
298631119002,2986311190,2986311,80,300.0,2,2,1988,,1,1,,,1,,2,1,1,1,0,,1,,2,1,1,3,2,2,2,6,1,2,3,3,20151118
298631120001,2986311200,2986311,170,480.0,2,2,2003,,1,1,,,1,,5,1,1,0,1,,1,,2,1,1,3,2,2,2,4,2,2,4,3,20151118
298631122001,2986311220,2986311,60,135.0,2,2,2004,,1,1,,,2,1,2,0,1,1,0,,1,,2,1,1,3,2,2,2,6,2,2,5,2,20151118
298631123002,2986311230,2986311,80,150.0,2,3,2006,,1,1,,,1,,4,1,0,1,1,15,1,,2,1,1,3,2,2,2,4,1,2,3,3,20151118
298631124001,2986311240,2986311,100,200.0,2,2,2009,,1,1,,,1,3,2,1,0,0,0,10,1,,2,1,1,3,2,2,2,4,2,2,5,3,20151118
298631125002,2986311250,2986311,,,2,2,2011,,1,1,,,1,,1,1,1,0,0,,1,,2,1,1,3,2,2,2,6,2,2,4,3,20151118
298631126002,2986311260,2986311,200,500.0,2,2,2006,,1,1,,,1,,3,2,1,2,0,,1,,2,1,1,3,2,2,2,6,1,2,4,3,20151118
298631127001,2986311270,2986311,,,2,1,,,2,,1,,1,,1,1,1,1,0,,1,,1,1,1,2,1,2,5,2,2,2,3,3,20151118
298631201001,2986312010,2986312,120,240.0,2,2,1998,,1,1,,,1,,2,2,0,0,0,10,1,,2,1,2,3,2,2,2,6,1,2,2,3,20151118
298631202002,2986312020,2986312,50,0.0,2,2,1971,,1,1,,,2,1,3,0,1,0,0,,1,,2,1,2,3,2,2,2,6,2,2,4,3,20151118
298631203002,2986312030,2986312,80,,2,2,2008,,1,1,,,2,1,2,1,0,1,0,0,1,,2,1,2,3,2,2,2,6,2,2,5,3,20151118
298631204001,2986312040,2986312,80,400.0,2,2,1993,,1,1,,,2,1,3,1,1,1,0,,1,,2,1,1,3,2,2,2,5,2,2,4,3,20151118
298631205001,2986312050,2986312,100,460.0,2,2,1995,,1,1,,,2,1,3,0,1,0,0,,1,,2,1,2,3,2,2,2,6,1,1,2,3,20151118
298631206001,2986312060,2986312,,,2,2,,3,1,1,,,,1,2,1,1,1,1,,1,,2,1,2,3,2,2,2,6,2,2,4,3,20151118
298631207002,2986312070,2986312,80,640.0,2,2,1996,,1,1,,,1,,3,1,0,1,1,15,1,,2,1,2,3,2,2,2,6,1,2,3,3,20151118
298631208002,2986312080,2986312,50,240.0,2,9,1976,,1,1,,,1,,1,1,1,1,0,,1,,2,1,2,3,2,2,2,6,1,2,3,3,20151118
298631209001,2986312090,2986312,120,200.0,2,2,1991,,1,1,,,1,,3,2,0,0,0,10,1,,2,1,1,3,2,2,2,2,1,2,2,3,20151118
298631210001,2986312100,2986312,100,,2,2,2008,,1,1,,,1,,5,0,1,1,0,,1,,2,1,2,3,2,2,2,5,2,2,2,2,20151118
298631211001,2986312110,2986312,40,240.0,2,9,1920,,1,1,,,1,,2,1,1,1,0,,1,,2,1,1,3,2,2,2,6,1,2,4,3,20151118
298631212001,2986312120,2986312,140,300.0,2,2,1997,,1,1,,,2,1,3,1,1,1,0,,1,,2,1,1,3,2,2,2,5,1,2,2,3,20151118
298631214001,2986312140,2986312,90,300.0,2,2,1995,,1,1,,,2,1,2,1,1,1,0,,1,,2,1,2,2,2,2,2,4,2,2,2,3,20151118
298631215001,2986312150,2986312,64,160.0,2,2,1985,,1,1,,,1,,2,1,1,1,0,,1,,2,1,1,3,2,2,2,6,1,2,4,3,20151118
298631216002,2986312160,2986312,80,200.0,2,2,2010,,1,1,,,2,1,4,0,2,0,0,,1,,2,1,2,3,2,2,2,4,2,2,4,3,20151118
298631217001,2986312170,2986312,10,0.0,2,2,2003,,1,1,,,2,1,2,0,1,1,0,,1,,2,1,2,3,2,2,2,6,1,2,4,3,20151118
298631218002,2986312180,2986312,80,,2,1,,3,1,1,,,2,1,3,1,0,1,0,8,1,,2,1,1,2,1,1,,6,2,2,5,2,20151118
298631219002,2986312190,2986312,100,400.0,1,2,1997,,1,1,,,2,1,2,0,1,1,0,,1,,2,1,2,3,2,2,2,6,1,2,3,3,20151118
298631220002,2986312200,2986312,50,100.0,2,9,1983,,1,1,,,1,,3,1,1,0,0,,1,,2,1,1,3,2,2,6,6,2,2,3,2,20151118
298631221001,2986312210,2986312,,,2,2,1990,,1,1,,,1,,4,0,1,1,0,,1,,2,1,2,3,2,2,5,5,2,2,2,3,20151118
298631222002,2986312220,2986312,100,400.0,2,2,2004,,1,1,,,1,,3,2,1,1,0,,1,,2,1,1,2,2,2,2,5,1,2,2,3,20151118
298631223002,2986312230,2986312,96,250.0,1,2,1990,,1,1,,,1,,2,1,1,1,0,,1,,2,1,1,3,2,2,2,4,2,2,4,2,20151118
298631224002,2986312240,2986312,100,600.0,2,1,2001,,1,1,,,2,1,4,1,1,1,0,,1,,2,1,1,2,1,1,,4,1,2,3,3,20151118
298631225001,2986312250,2986312,100,200.0,2,2,,3,1,1,,,1,,2,1,0,1,1,5,1,,2,1,2,3,2,2,6,6,2,2,5,3,20151118
298631226001,2986312260,2986312,64,160.0,2,2,1988,,1,1,,,2,1,2,1,1,1,1,,1,,2,1,1,3,2,2,2,6,2,2,4,3,20151118
298631301002,2986313010,2986313,96,130.0,2,2,2008,,1,1,,,2,1,2,1,0,1,0,3,1,,2,1,1,3,2,2,2,1,2,1,1,2,20151118
298631302001,2986313020,2986313,,,2,3,1980,,1,1,,,1,,3,1,1,1,0,,1,,2,1,1,3,2,2,2,6,2,2,2,3,20151118
298631303001,2986313030,2986313,200,0.0,2,1,1990,,2,,1,,2,1,5,1,0,0,1,20,1,,1,1,2,3,2,2,2,4,2,1,3,3,20151118
298631304002,2986313040,2986313,120,270.0,2,2,2004,,1,1,,,2,1,4,1,0,1,1,5,1,,2,1,1,3,2,1,,4,2,2,3,3,20151118
298631306001,2986313060,2986313,130,0.0,2,3,2009,,1,1,,,2,1,3,0,1,0,0,,1,,2,1,1,3,2,2,2,4,2,2,4,3,20151118
298631307001,2986313070,2986313,90,270.0,2,9,1984,,1,1,,,2,1,3,1,1,1,0,,1,,2,1,1,2,1,1,,5,1,1,4,3,20151118
298631308001,2986313080,2986313,130,340.0,2,1,2009,,1,1,,,2,1,3,1,1,1,0,,1,,2,1,1,2,1,1,,4,2,2,3,3,20151118
298631309001,2986313090,2986313,70,140.0,2,2,2003,,1,1,,,2,1,3,0,1,1,0,,1,,2,1,1,3,2,2,2,5,2,2,4,3,20151118
298631310002,2986313100,2986313,180,320.0,2,1,1998,,1,1,,,2,1,4,1,1,2,0,,1,,2,1,1,2,2,2,2,4,1,1,,6,20151118
298631312002,2986313120,2986313,100,,1,2,2005,,2,,1,,2,1,1,0,1,1,0,,1,,2,1,1,2,2,2,2,4,1,1,1,3,20151118
298631313002,2986313130,2986313,80,0.0,2,2,2004,,1,1,,,2,1,3,0,0,0,0,100,1,,1,1,2,3,2,2,2,4,1,1,3,3,20151118
298631314001,2986313140,2986313,94,120.0,2,9,1979,,1,1,,,1,,2,1,1,1,0,,1,,2,1,1,3,2,2,2,6,1,2,4,3,20151118
298631315001,2986313150,2986313,350,500.0,1,1,2011,,1,1,,,1,,8,4,1,1,0,,,2,1,1,1,2,2,2,2,5,1,2,2,2,20151118
298631316001,2986313160,2986313,100,300.0,2,2,2003,,1,1,,,2,1,2,1,1,1,0,,1,,2,1,1,3,2,2,2,4,2,2,2,3,20151118
298631318002,2986313180,2986313,140,,2,2,2004,,1,1,,,2,1,4,2,1,1,0,,1,,2,1,1,2,2,2,2,5,2,2,2,3,20151118
298631319001,2986313190,2986313,280,500.0,1,2,1988,,1,1,,,1,,3,2,1,1,0,,1,,2,1,1,3,2,2,2,1,2,1,2,3,20151118
298631320002,2986313200,2986313,90,,2,1,2007,,1,1,,,2,1,5,1,1,1,0,,1,,2,1,1,2,1,1,,4,2,1,4,3,20151118
298631321002,2986313210,2986313,60,0.0,2,2,1990,,1,1,,,2,1,3,1,1,1,0,,1,,2,1,1,2,2,2,2,6,1,2,2,3,20151118
298631323002,2986313230,2986313,600,626.0,2,1,1998,,2,,,,2,1,10,2,1,1,1,,1,,2,1,1,2,2,1,,4,1,1,3,3,20151118
298631324001,2986313240,2986313,,,2,2,1993,,1,1,,,2,1,4,0,1,0,0,,1,,2,1,1,3,2,2,7,1,1,2,4,3,20151118
298631325002,2986313250,2986313,60,100.0,2,2,1996,,1,1,,,2,1,4,0,1,1,0,,1,,1,1,1,3,2,2,2,5,2,2,3,3,20151118
298631326001,2986313260,2986313,90,300.0,2,1,1988,,1,1,,,2,1,3,2,1,1,0,,1,,1,1,1,2,2,2,2,5,2,2,2,4,20151118
298631327002,2986313270,2986313,100,200.0,2,2,2001,,1,1,,,2,1,2,1,0,1,1,5,1,,2,1,1,3,2,1,,4,2,2,3,3,20151118
298631328002,2986313280,2986313,200,250.0,2,2,2000,,1,1,,,2,1,4,2,1,1,0,,1,,2,1,1,2,2,2,2,5,2,,2,2,20151118
320146101002,3201461010,3201461,120,120.0,2,1,,3,2,,1,,1,,4,2,2,1,1,,1,,2,1,1,2,2,2,5,5,2,2,2,1,20151118
320146102002,3201461020,3201461,240,240.0,2,2,1981,,1,1,,,2,1,1,1,1,1,0,,1,,2,1,1,2,1,2,2,6,2,2,4,3,20151118
320146103001,3201461030,3201461,72,266.6,2,2,1989,,1,1,,,1,,1,1,0,1,0,5,1,,2,1,1,3,2,2,2,5,2,2,5,3,20151118
320146104002,3201461040,3201461,130,200.0,2,2,1990,,2,,1,,1,,,,,,,0,1,,2,1,1,3,2,2,2,5,1,2,4,2,20151118
320146105002,3201461050,3201461,90,667.0,2,2,1985,,1,1,,,1,,1,1,0,1,1,20,1,,2,1,1,2,2,2,2,5,2,2,2,3,20151118
320146106001,3201461060,3201461,38,134.0,2,2,2000,,1,1,,,1,,1,1,0,1,0,5,1,,2,1,1,2,2,2,2,5,2,2,2,3,20151118
320146107001,3201461070,3201461,20,180.0,2,2,1993,,1,1,,,2,1,1,1,1,0,0,,,2,2,1,1,3,2,2,2,1,2,2,5,2,20151118
320146108001,3201461080,3201461,,,2,3,,3,2,,1,,1,,2,1,1,1,0,,1,,2,1,1,3,2,2,,1,2,2,,,20151118
320146109002,3201461090,3201461,85,335.0,2,2,1998,,1,1,,,1,,,,,,,0,1,,2,1,1,3,2,2,2,6,2,2,4,3,20151118
320146110001,3201461100,3201461,113,260.0,2,3,1981,,1,1,,,1,,1,1,0,1,0,10,1,,2,1,1,3,2,2,2,6,2,2,4,3,20151118
320146111002,3201461110,3201461,268,268.0,2,2,1995,,2,,1,,2,1,9,0,1,1,0,,1,,2,1,1,3,1,2,2,6,2,2,4,2,20151118
320146113001,3201461130,3201461,50,225.0,2,3,1979,,1,1,,,1,,,,,,,0,1,,2,1,1,3,2,2,2,4,2,2,4,2,20151118
320146114001,3201461140,3201461,150,400.0,2,2,1993,,1,1,,,2,1,7,2,2,1,0,,1,,2,1,1,3,2,2,2,4,2,2,3,3,20151118
320146115001,3201461150,3201461,70,300.0,2,2,2003,,1,1,,,2,1,2,1,0,1,0,10,1,,2,1,1,2,2,2,,1,2,2,3,3,20151118
320146116001,3201461160,3201461,40,300.0,2,2,1988,,1,1,,,2,1,1,1,0,1,0,10,1,,2,1,1,3,2,2,2,6,2,2,4,3,20151118
320146117001,3201461170,3201461,140,265.0,2,2,1995,,2,,1,,1,,4,2,0,1,2,10,1,,2,1,1,2,2,2,2,5,2,2,2,3,20151118
320146118001,3201461180,3201461,88,120.0,2,2,1991,,1,1,,,2,1,5,0,0,1,0,10,1,,2,1,1,3,2,2,2,1,2,2,6,6,20151118
320146119002,3201461190,3201461,80,250.0,2,2,1982,,1,1,,,1,,2,3,1,1,0,,1,,2,1,1,3,2,2,2,1,2,2,4,3,20151118
320146120001,3201461200,3201461,100,335.0,2,2,1984,,1,1,,,1,,5,2,0,1,0,10,1,,2,1,1,3,2,2,2,6,2,2,3,3,20151118
320146121002,3201461210,3201461,160,400.0,2,3,1986,,1,1,,,1,,4,3,1,1,0,,1,,2,1,2,3,2,2,1,6,1,2,4,3,20151118
320146122001,3201461220,3201461,50,180.0,2,1,2000,,2,1,1,,2,1,5,3,2,1,0,,1,,2,1,1,2,2,2,2,5,2,2,3,3,20151118
320146123001,3201461230,3201461,80,150.0,2,3,1988,,1,1,,,1,,2,2,1,1,0,,1,,2,1,1,3,2,2,2,1,1,2,3,3,20151118
320146124001,3201461240,3201461,100,400.0,2,1,2007,,1,1,,,2,1,6,2,2,1,0,,1,,2,1,1,3,2,2,2,5,2,2,2,3,20151118
320146126001,3201461260,3201461,140,335.0,2,2,1986,,1,1,,,1,,2,1,0,1,0,20,1,,1,1,1,3,2,2,2,5,2,2,4,3,20151118
320146127001,3201461270,3201461,50,200.0,2,2,1987,,1,1,,,1,,,,,,,0,1,,2,1,1,3,2,2,2,5,2,2,6,6,20151118
320146128002,3201461280,3201461,90,200.0,2,2,1990,,2,,1,,1,,,,,,,0,1,,2,1,1,3,2,2,2,5,2,2,3,2,20151118
320146201001,3201462010,3201462,20,60.0,2,3,2008,,1,1,,,2,1,1,0,0,0,0,25,1,,2,1,1,3,2,2,2,5,2,2,4,3,20151118
320146202002,3201462020,3201462,100,450.0,2,2,1996,,1,1,,,1,,2,2,0,1,0,10,1,,2,1,1,3,2,2,2,6,2,2,3,3,20151118
320146203002,3201462030,3201462,127,335.0,2,2,2011,,1,1,,,1,,2,1,0,0,0,10,1,,2,1,1,3,2,2,2,5,2,2,4,3,20151118
320146204002,3201462040,3201462,50,75.0,2,2,1984,,1,1,,,2,1,0,1,0,1,0,5,1,,2,1,1,3,2,2,2,5,2,2,5,3,20151118
320146205001,3201462050,3201462,40,198.0,2,2,1998,,1,1,,,1,,2,1,0,0,0,5,1,,2,1,2,3,2,2,2,5,2,2,3,3,20151118
320146206001,3201462060,3201462,80,220.0,2,2,1989,,1,1,,,1,,1,1,0,0,0,0,1,,2,1,1,3,2,2,2,6,2,2,4,3,20151118
320146207001,3201462070,3201462,90,335.0,2,2,1996,,1,1,,,1,,2,1,0,0,0,10,1,,2,1,1,2,2,2,2,6,1,2,3,3,20151118
320146208001,3201462080,3201462,75,334.0,2,2,1986,,1,1,,,1,,2,2,0,1,0,5,1,,2,1,1,3,2,2,2,6,2,2,4,3,20151118
320146209002,3201462090,3201462,47,200.0,2,2,2010,,2,,2,2,2,1,1,1,0,1,0,5,1,,2,1,1,3,2,2,2,1,1,2,4,3,20151118
320146210001,3201462100,3201462,70,,2,2,1990,,1,1,,,2,1,1,0,0,0,0,6,1,,2,1,1,3,2,2,2,1,1,2,4,3,20151118
320146211001,3201462110,3201462,80,220.0,2,2,1987,,1,1,,,1,,1,1,0,0,0,10,1,,2,1,1,2,2,2,2,5,2,2,3,3,20151118
320146212001,3201462120,3201462,62,330.0,2,2,2003,,1,1,,,1,,5,1,2,1,0,,1,,2,1,1,2,2,2,2,1,1,2,2,3,20151118
320146213001,3201462130,3201462,,,2,2,1993,,1,1,,,2,1,1,1,0,1,0,6,1,,2,1,1,3,2,2,2,5,2,2,4,3,20151118
320146214001,3201462140,3201462,70,233.0,2,2,1989,,1,1,,,1,,3,1,0,0,0,10,1,,2,2,2,2,2,2,2,5,1,2,2,3,20151118
320146215002,3201462150,3201462,,333.3,2,2,2003,,1,1,,,2,1,1,1,0,1,0,0,1,,2,1,1,3,2,2,2,1,1,1,2,3,20151118
320146216001,3201462160,3201462,115,297.0,2,2,2000,,1,1,,,2,1,4,1,2,1,0,,1,,2,1,1,2,2,2,2,5,2,2,2,3,20151118
