ID,householdID,communityID,HHmemberID,childID,parentID,a002,a003_1,a003_2,a004,a005,a006,a006_1,a007,a008,a009,a010,a011,a012,a021,a022,a023,a024,a025,a013,a014,a015,a016,a017,a018,a019,versionID
21242830102,212428301,2124283,4,,,2,,,1,,8,,,,2,,,2,,,,,,2,,5,2,,,,20170920
21242830302,212428303,2124283,3,1,,1,1985,6,1,,7,,1,,2,,,1,1,2,2,1,,1,23,,1,4,3,1,20170920
21242830302,212428303,2124283,4,,,2,1983,12,1,,8,,,,2,,,1,,,,,,1,23,,1,4,3,1,20170920
21242830402,212428304,2124283,3,,,2,1999,4,,,9,,1,,2,,,1,,,,,,1,7,,,,,,20170920
21242830501,212428305,2124283,3,1,,2,1988,8,6,,7,,1,,2,,,2,1,1,,,,2,,9,1,1,2,1,20170920
21242830602,212428306,2124283,1,,1,1,1935,4,1,,2,,,,2,,,2,,,,,,2,,8,1,1,3,,20170920
21242830602,212428306,2124283,6,2,,2,1987,0,6,,7,,1,,2,,,2,1,1,,,,2,,9,1,12,3,1,20170920
21242830602,212428306,2124283,5,1,,2,1997,3,,,7,,1,,1,,,3,1,1,,,,1,9,,,,,,20170920
21242830602,212428306,2124283,2,,2,2,1941,8,1,,1,,,,2,,,2,,,,,,2,,4,1,1,3,,20170920
21242830702,212428307,2124283,3,1,,2,1989,1,6,,7,,1,,2,,,1,1,1,,,,2,,9,1,4,2,1,20170920
21242830702,212428307,2124283,4,,,2,2001,1,,,10,Ö¶Å®,,,2,,,1,,,,,,1,5,,,,,,20170920
21242830702,212428307,2124283,6,,,1,1990,3,6,,8,,,,2,,,5,,,,,,2,,8,1,4,2,1,20170920
21242830702,212428307,2124283,1,,2,2,1955,8,5,2,1,,,,2,,,1,,,,,,2,,6,2,,,,20170920
21242830902,212428309,2124283,4,,,2,,,1,,8,,,,2,,,2,,,,,,2,,5,2,,,,20170920
21242830902,212428309,2124283,5,,,2,,,6,2,9,,,,2,,,2,,,,,,2,,9,1,5,3,1,20170920
21242830902,212428309,2124283,3,1,,1,1931,5,1,,7,,1,,2,,,2,2,1,,,,2,,5,2,,,,20170920
21242831102,212428311,2124283,5,,,2,2008,12,,,9,,,,1,,,3,,,,,,,,,,,,,20170920
21242831102,212428311,2124283,3,1,,1,1978,11,1,,7,,1,,2,,,2,1,1,,,,2,,6,1,7,1,1,20170920
21242831102,212428311,2124283,4,,,2,1986,0,1,,8,,,,1,,,3,,,,,,2,,5,2,,,,20170920
21242831302,212428313,2124283,3,1,,2,1989,10,6,,7,,1,,2,,,1,1,1,,,,1,18,,1,5,1,1,20170920
21242831402,212428314,2124283,4,,1,1,1937,9,5,2,2,,,,2,,,1,,,,,,2,,1,2,,,,20170920
21242831402,212428314,2124283,1,,,2,1966,3,1,,5,,,,2,,,1,,,,,,2,,,2,,,,20170920
21242831402,212428314,2124283,3,,,2,1998,8,,,10,ÍâÉûÅ®,,,2,,,1,,,,,,1,7,,,,,,20170920
21242831501,212428315,2124283,5,,,1,1984,11,1,,9,,,,2,,,2,,,,,,2,,6,1,12,3,1,20170920
21242831501,212428315,2124283,4,,,2,1940,0,5,2,10,Ç×¼ÒÄ¸,,,2,,,2,,,,,,2,,2,1,10,1,3,20170920
21242831501,212428315,2124283,2,,,2,1960,3,1,,8,,,,2,,,2,,,,,,2,,5,2,,,,20170920
21242831501,212428315,2124283,1,1,,1,1958,8,1,,7,,,1,2,,,2,3,2,1,2,3,2,,6,2,,,,20170920
21242831602,212428316,2124283,3,1,,1,1991,4,6,,7,,1,,2,,,2,1,1,,,,1,18,,1,8,3,1,20170920
21242831701,212428317,2124283,4,1,,1,1994,6,6,,7,,1,,2,,,1,1,1,,,,2,,5,1,7,2,1,20170920
21242831701,212428317,2124283,3,,2,2,1921,0,5,2,1,,,,1,,,3,,,,,,2,,1,2,,,,20170920
21242831902,212428319,2124283,4,,,1,1991,8,6,,7,,1,,1,,,3,2,1,,,,2,,6,1,12,1,1,20170920
21242831902,212428319,2124283,3,1,,1,1985,7,6,,7,,1,,1,,,3,2,1,,,,2,,8,1,12,2,1,20170920
21242832001,212428320,2124283,1,1,,1,1969,4,4,,7,,,1,2,,,2,1,1,,,,2,,5,2,,,,20170920
21242832101,212428321,2124283,3,1,,2,1986,9,6,,7,,1,,2,,,4,1,2,3,,1,2,,8,1,10,3,1,20170920
21242832202,212428322,2124283,3,1,,1,1993,5,6,,7,,1,,2,,,2,1,1,,,,2,,5,1,9,1,1,20170920
21242832602,212428326,2124283,4,,,2,1992,4,6,,9,,,,2,,,2,,,,,,1,13,,2,,,,20170920
21242832602,212428326,2124283,7,,,2,2008,3,,,9,,,,1,,,3,,,,,,,,,,,,,20170920
21242832602,212428326,2124283,5,2,,2,1968,0,1,,7,,1,,1,,,3,2,2,3,,2,2,,4,2,,,,20170920
21242832602,212428326,2124283,3,1,,1,1972,12,4,,7,,1,,2,,,2,2,2,1,1,2,2,,7,2,,,,20170920
21242832602,212428326,2124283,6,,,1,1976,0,1,,8,,,,1,,,5,,,,,,2,,4,2,,,,20170920
21242832701,212428327,2124283,2,1,,2,1986,0,6,,7,,,1,2,,,3,1,2,3,,1,1,19,,1,10,1,1,20170920
21242832701,212428327,2124283,3,2,,2,1989,0,6,,7,,,1,2,,,3,1,2,3,,1,1,18,,1,10,1,1,20170920
21242833201,212428332,2124283,9,,,1,2006,10,,,9,,,,1,,,3,,,,,,,,,,,,,20170920
21242833201,212428332,2124283,4,,,1,1973,3,1,,8,,,,1,,,3,,,,,,2,,,2,,,,20170920
21242833201,212428332,2124283,3,1,,2,1976,8,1,,7,,1,,2,,,2,1,1,,,,2,,5,2,,,,20170920
21242833201,212428332,2124283,6,2,,2,1978,12,1,,7,,1,,2,,,2,1,1,,,,2,,7,1,5,3,1,20170920
21242833201,212428332,2124283,8,,,2,2001,5,,,9,,,,2,,,2,,,,,,1,5,,,,,,20170920
21242833201,212428332,2124283,5,,,2,2003,5,,,9,,,,2,,,3,,,,,,1,3,,,,,,20170920
21242833201,212428332,2124283,7,,,1,1979,8,1,,8,,,,1,,,3,,,,,,2,,5,1,10,3,1,20170920
21242833301,212428333,2124283,5,,,2,2003,7,,,9,,,,2,,,2,,,,,,1,3,,,,,,20170920
21242833301,212428333,2124283,4,,,2,1979,3,1,,8,,,,2,,,2,,,,,,2,,5,1,4,1,1,20170920
21242833301,212428333,2124283,3,1,,1,1979,2,1,,7,,1,,2,,,2,1,1,,,,2,,6,1,4,1,1,20170920
21242833401,212428334,2124283,4,,,2,2000,8,,,9,,,,2,,,2,,,,,,1,6,,,,,,20170920
21242833401,212428334,2124283,2,1,,2,1975,5,1,,7,,,1,2,,,2,1,1,,,,2,,5,2,,,,20170920
21242833401,212428334,2124283,3,,,1,1975,3,1,,8,,,,2,,,2,,,,,,2,,5,2,,,,20170920
24111610301,241116103,2411161,3,1,,2,1989,2,6,,7,,1,,2,,,5,1,2,3,,1,2,,9,1,10,3,1,20170920
24111610401,241116104,2411161,2,1,,1,1974,4,6,,7,,,1,2,,,2,1,1,,,,2,,8,2,,,,20170920
24111610502,241116105,2411161,4,2,,1,2003,12,,,7,,1,,2,,,1,2,1,,,,1,1,,,,,,20170920
24111610502,241116105,2411161,3,1,,1,1993,4,1,,7,,1,,2,,,1,2,2,3,,2,1,16,,2,,,,20170920
24111610701,241116107,2411161,1,1,,2,1955,2,1,,7,,,1,2,,,1,2,1,,,,2,,5,1,1,3,1,20170920
24111610802,241116108,2411161,3,,,1,2001,12,,,9,,,,2,,,1,,,,,,1,4,,,,,,20170920
24111611001,241116110,2411161,3,1,,1,1978,10,1,,7,,1,,2,,,1,1,1,,,,2,,9,2,,,,20170920
24111611001,241116110,2411161,4,,,2,1980,12,1,,8,,,,2,,,1,,,,,,2,,9,2,,,,20170920
24111611102,241116111,2411161,3,1,,2,1962,11,1,,7,,1,,2,,,5,1,2,3,,1,1,23,,1,11,3,1,20170920
24111611401,241116114,2411161,4,,,1,2005,8,,,9,,,,2,,,1,,,,,,2,,,,,,,20170920
24111611401,241116114,2411161,2,1,,1,1972,4,1,,7,,,1,2,,,1,1,1,,,,2,,8,2,,,,20170920
24111611401,241116114,2411161,3,,,2,1973,0,1,,8,,,,2,,,3,,,,,,2,,9,2,,,,20170920
24111611502,241116115,2411161,3,1,,2,1994,8,6,,7,,1,,2,,,1,2,1,,,,1,13,,2,,,,20170920
24111611502,241116115,2411161,4,,1,1,1936,10,5,2,2,,,,1,,,5,,,,,,2,,4,2,,,,20170920
24111611601,241116116,2411161,4,2,,2,1986,1,1,,7,,,2,2,,,1,2,1,,,,2,,8,1,12,2,2,20170920
24111611601,241116116,2411161,1,,3,1,1928,0,5,2,4,,,,2,,,1,,,,,,2,,4,2,,,,20170920
24111611601,241116116,2411161,3,1,,1,1993,12,6,,7,,,1,2,,,1,2,1,,,,1,12,,2,,,,20170920
24111611702,241116117,2411161,3,1,,2,1977,11,1,,7,,1,,2,,,1,1,1,,,,2,,6,2,,,,20170920
24111611802,241116118,2411161,3,1,,2,1987,7,6,,7,,1,,2,,,1,1,1,,,,2,,8,2,,,,20170920
24111612002,241116120,2411161,5,,,1,2005,3,,,9,,,,2,,,1,,,,,,2,,,,,,,20170920
24111612002,241116120,2411161,4,1,,2,1974,7,1,,7,,1,,2,,,1,2,1,,,,2,,7,2,,,,20170920
24111612002,241116120,2411161,3,,,1,1971,0,1,,8,,,,2,,,1,,,,,,2,,9,2,,,,20170920
24111620102,241116201,2411162,5,,,1,2010,6,,,9,,,,2,,,2,,,,,,,,,,,,,20170920
24111620102,241116201,2411162,3,1,,2,1981,5,1,,7,,1,,2,,,2,4,2,3,,4,2,,9,2,,,,20170920
24111620102,241116201,2411162,4,,,1,1979,11,1,,8,,,,2,,,2,,,,,,2,,8,2,,,,20170920
24111620401,241116204,2411162,3,1,,2,1994,2,6,,7,,1,,2,,,1,1,1,,,,2,,5,2,,,,20170920
24111620501,241116205,2411162,4,,,1,2011,4,,,9,,,,2,,,1,,,,,,,,,,,,,20170920
24111620501,241116205,2411162,3,,,2,1984,10,1,,8,,,,2,,,1,,,,,,2,,6,2,,,,20170920
24111620501,241116205,2411162,2,1,,1,1973,6,1,,7,,,1,2,,,1,1,1,,,,2,,6,2,,,,20170920
24111620602,241116206,2411162,3,1,,2,1977,5,1,,7,,1,,2,,,1,2,2,3,,2,2,,9,2,,,,20170920
24111620702,241116207,2411162,4,,,2,1981,9,1,,8,,,,2,,,3,,,,,,2,,9,2,,,,20170920
24111620702,241116207,2411162,3,1,,1,1977,2,1,,7,,1,,2,,,1,2,2,3,,2,2,,9,2,,,,20170920
24111621001,241116210,2411162,3,1,,1,1979,4,1,,7,,1,,2,,,1,4,2,3,,4,2,,9,2,,,,20170920
24111621101,241116211,2411162,3,1,,1,1989,7,6,,7,,1,,2,,,1,2,2,1,1,2,2,,6,2,,,,20170920
24111621201,241116212,2411162,2,,,2,1933,2,5,2,10,ÅäÅ¼,,,4,,,,,,,,,2,,1,2,,,,20170920
24111621302,241116213,2411162,4,2,,1,1978,10,1,,7,,1,,2,,,1,1,1,,,,2,,5,2,,,,20170920
24111621302,241116213,2411162,3,1,,1,1975,12,1,,7,,1,,2,,,1,1,1,,,,2,,5,2,,,,20170920
24111621302,241116213,2411162,5,,,2,,,1,,8,,,,2,,,1,,,,,,2,,,2,,,,20170920
24111621302,241116213,2411162,7,,,1,2008,1,,,9,,,,2,,,1,,,,,,,,,,,,,20170920
24111621302,241116213,2411162,6,,,2,,,1,,8,,,,2,,,1,,,,,,2,,5,2,,,,20170920
24111630102,241116301,2411163,3,1,,1,1982,7,1,,7,,1,,2,,,3,4,2,1,2,4,2,,5,2,,,,20170920
24111630102,241116301,2411163,4,,,2,1982,7,1,,8,,,,2,,,3,,,,,,2,,5,2,,,,20170920
24111630301,241116303,2411163,3,,,2,2011,2,,,9,,,,2,,,2,,,,,,,,,,,,,20170920
24111630402,241116304,2411163,4,,,2,,,6,1,10,¶ù×ÓµÄÅ®ÅóÓÑ,,,,,,,,,,,,2,,,2,,,,20170920
24111630402,241116304,2411163,3,1,,1,1982,11,6,,7,,1,,1,,,1,2,2,1,1,2,2,,5,2,,,,20170920
24111630602,241116306,2411163,3,1,,1,2002,2,,,7,,1,,1,,,3,2,1,,,,1,2,,,,,,20170920
24111630802,241116308,2411163,4,,,1,2009,8,,,9,,,,2,,,1,,,,,,,,,,,,,20170920
24111630802,241116308,2411163,2,1,,1,1983,11,1,,7,,1,,1,,,1,3,2,1,1,3,2,,7,2,,,,20170920
24111630802,241116308,2411163,3,,,2,1986,0,1,,8,,,,2,,,1,,,,,,2,,7,2,,,,20170920
24111630902,241116309,2411163,3,1,,1,1980,8,6,,7,,1,,2,,,2,4,2,1,1,4,2,,5,2,,,,20170920
24111631002,241116310,2411163,3,1,,1,1990,10,6,,7,,1,,2,,,1,1,1,,,,1,19,,2,,,,20170920
24111631102,241116311,2411163,3,1,,2,1978,11,1,,7,,1,,2,,,3,2,1,,,,2,,7,2,,,,20170920
24111631102,241116311,2411163,4,,,1,1978,12,1,,8,,,,2,,,2,,,,,,2,,5,2,,,,20170920
24111631102,241116311,2411163,5,,,2,2010,5,,,9,,,,2,,,2,,,,,,,,,,,,,20170920
24111631301,241116313,2411163,2,1,,2,1983,7,1,,7,,,1,2,,,3,2,1,,,,2,,9,1,3,1,1,20170920
24111631301,241116313,2411163,3,,,1,1982,0,1,,8,,,,2,,,3,,,,,,2,,6,1,3,1,1,20170920
24111631402,241116314,2411163,3,1,,1,1986,12,1,,7,,1,,1,,,3,2,1,,,,2,,5,2,,,,20170920
24111631402,241116314,2411163,5,,,2,2011,2,,,9,,,,1,,,3,,,,,,,,,,,,,20170920
24111631402,241116314,2411163,4,,,2,1983,2,1,,8,,,,1,,,3,,,,,,2,,5,2,,,,20170920
24111631502,241116315,2411163,5,,,1,2008,10,,,9,,,,2,,,1,,,,,,,,,,,,,20170920
24111631502,241116315,2411163,3,,,2,1975,2,1,,8,,,,2,,,1,,,,,,2,,4,2,,,,20170920
24111631502,241116315,2411163,4,1,,1,1975,9,1,,7,,1,,2,,,1,1,1,,,,2,,6,2,,,,20170920
24111631601,241116316,2411163,3,,,2,1986,1,6,,9,,,,2,,,1,,,,,,2,,9,2,,,,20170920
24111631701,241116317,2411163,3,1,,2,2001,6,,,7,,1,,1,,,2,1,1,,,,1,5,,,,,,20170920
24111631802,241116318,2411163,3,1,,1,1991,9,6,,7,,1,,2,,,1,1,1,,,,1,18,,2,,,,20170920
24111631901,241116319,2411163,4,,,2,1986,0,1,,8,,,,1,,,3,,,,,,2,,5,2,,,,20170920
24111631901,241116319,2411163,3,1,,1,1982,12,1,,7,,1,,1,,,3,2,1,,,,2,,5,2,,,,20170920
24111631901,241116319,2411163,5,,,1,2009,0,,,9,,,,1,,,3,,,,,,,,,,,,,20170920
24111632001,241116320,2411163,2,1,,2,1978,9,2,,7,,,1,2,,,1,2,2,3,,2,2,,7,2,,,,20170920
24111632001,241116320,2411163,3,,,1,2009,6,,,9,,,,2,,,3,,,,,,,,,,,,,20170920
24111632101,241116321,2411163,3,1,,1,1983,1,6,,7,,1,,2,,,1,1,1,,,,2,,8,1,5,3,1,20170920
24270210101,242702101,2427021,5,1,,1,1976,12,2,,7,,,1,1,,,1,1,1,,,,2,,4,1,12,,,20170920
24270210101,242702101,2427021,4,,,1,2001,8,,,9,,,,1,,,1,,,,,,1,3,,,,,,20170920
24270210101,242702101,2427021,6,,,2,2003,5,,,9,,,,1,,,1,,,,,,1,1,,,,,,20170920
24270210101,242702101,2427021,2,,,2,1974,0,1,,8,,,,1,,,1,,,,,,2,,1,2,,,,20170920
24270210101,242702101,2427021,3,,,2,1998,1,,,9,,,,1,,,1,,,,,,1,4,,,,,,20170920
24270210202,242702102,2427021,4,3,,1,1993,12,6,,7,,1,,1,,,1,1,1,,,,2,,5,1,2,3,1,20170920
24270210202,242702102,2427021,3,1,,2,1991,5,6,,7,,1,,1,,,1,1,1,,,,2,,5,1,7,3,1,20170920
24270210301,242702103,2427021,4,,,2,1979,12,1,,8,,,,1,,,1,,,,,,2,,1,2,,,,20170920
24270210301,242702103,2427021,6,,,1,2006,8,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
24270210301,242702103,2427021,3,2,,1,1977,12,1,,7,,1,,1,,,1,1,1,,,,2,,5,2,,,,20170920
24270210301,242702103,2427021,5,,,1,2004,10,,,9,,,,1,,,1,,,,,,2,,,,,,,20170920
24270210401,242702104,2427021,2,,,1,2006,3,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
24270210401,242702104,2427021,4,,,2,1981,9,1,,8,,,,1,,,1,,,,,,2,,4,2,,,,20170920
24270210401,242702104,2427021,3,1,,1,1978,5,1,,7,,,1,1,,,1,1,1,,,,2,,4,2,,,,20170920
24270210501,242702105,2427021,2,,,2,1979,3,2,,8,,,,1,,,1,,,,,,2,,,2,,,,20170920
24270210501,242702105,2427021,4,,,1,2005,12,,,9,,,,1,,,1,,,,,,1,1,,,,,,20170920
24270210501,242702105,2427021,3,,,1,2003,5,,,9,,,,1,,,1,,,,,,1,2,,,,,,20170920
24270210501,242702105,2427021,5,1,,1,1978,10,2,,7,,,1,1,,,1,1,1,,,,2,,2,1,11,3,,20170920
24270210601,242702106,2427021,2,,,2,1981,8,2,,8,,,,1,,,1,,,,,,2,,1,2,,,,20170920
24270210601,242702106,2427021,4,,,2,2003,11,,,9,,,,1,,,1,,,,,,1,2,,,,,,20170920
24270210601,242702106,2427021,5,1,,1,1978,8,2,,7,,,1,1,,,1,1,1,,,,2,,5,2,,,,20170920
24270210601,242702106,2427021,3,,,1,2006,7,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
24270210702,242702107,2427021,6,,,1,1980,3,2,,7,,1,,1,,,1,1,1,,,,2,,2,1,7,,,20170920
24270210702,242702107,2427021,5,,,1,2003,9,,,9,,,,1,,,1,,,,,,1,3,,,,,,20170920
24270210702,242702107,2427021,4,,,2,1979,4,2,,8,,,,1,,,1,,,,,,2,,4,2,,,,20170920
24270210702,242702107,2427021,3,,,1,2001,11,,,9,,,,1,,,1,,,,,,1,4,,,,,,20170920
24270210801,242702108,2427021,4,,,2,2011,10,,,9,,,,1,,,,,,,,,,,,,,,,20170920
24270210801,242702108,2427021,3,,,2,1991,4,1,,8,,,,1,,,3,,,,,,2,,5,1,6,3,1,20170920
24270210801,242702108,2427021,2,1,,1,1988,10,1,,7,,,1,1,,,1,1,1,,,,2,,5,1,6,3,1,20170920
24270210901,242702109,2427021,2,1,,1,1991,2,6,,7,,,1,1,,,1,1,1,,,,2,,5,1,11,2,1,20170920
24270211002,242702110,2427021,3,1,,1,1972,9,1,,7,,4,,1,,,1,1,1,,,,2,,4,2,,,,20170920
24270211002,242702110,2427021,5,,,2,2004,3,,,9,,,,1,,,1,,,,,,1,2,,,,,,20170920
24270211002,242702110,2427021,4,2,,2,1977,7,1,,7,,1,,1,,,1,1,1,,,,2,,1,2,,,,20170920
24270211002,242702110,2427021,6,,,1,2006,4,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
24270211101,242702111,2427021,3,1,,2,1991,3,6,,7,,1,,1,,,1,1,1,,,,2,9,5,2,,,,20170920
24270211101,242702111,2427021,4,2,,1,1995,12,6,,7,,1,,1,,,1,1,1,,,,1,9,,2,,,,20170920
24270211201,242702112,2427021,1,1,,1,1991,9,6,,7,,1,,1,,,1,1,1,,,,1,13,,1,8,1,2,20170920
24270211201,242702112,2427021,4,,4,2,1933,6,5,2,3,,,,1,,,1,,,,,,2,,1,2,,,,20170920
24270211201,242702112,2427021,3,2,,1,1984,11,6,,7,,1,,1,,,1,1,1,,,,2,,5,2,,,,20170920
24270211302,242702113,2427021,4,2,,1,1995,2,6,,7,,1,,1,,,1,1,1,,,,1,9,,1,10,1,3,20170920
24270211302,242702113,2427021,3,1,,1,1993,9,6,,7,,1,,1,,,1,1,1,,,,1,13,,1,10,1,2,20170920
24270211401,242702114,2427021,3,,,1,2009,5,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
24270211401,242702114,2427021,5,1,,1,1977,7,2,,7,,,1,1,,,1,1,1,,,,2,,5,1,8,,,20170920
24270211401,242702114,2427021,2,,,2,1981,3,2,,8,,,,1,,,1,,,,,,2,,5,2,,,,20170920
24270211401,242702114,2427021,4,,,1,2010,11,,,9,,,,1,,,,,,,,,,,,,,,,20170920
24270211502,242702115,2427021,2,1,,1,1984,10,6,,7,,1,,1,,,1,1,1,,,,2,,6,2,,,,20170920
24270211701,242702117,2427021,3,1,,1,1986,10,6,,7,,1,,1,,,1,1,1,,,,2,,8,1,6,3,1,20170920
24270211801,242702118,2427021,3,,,2,1986,6,2,,8,,,,1,,,1,,,,,,2,,5,2,,,,20170920
24270211801,242702118,2427021,4,1,,1,1980,11,6,,7,,1,,1,,,1,1,1,,,,2,,4,2,,,,20170920
24270211801,242702118,2427021,5,2,,1,1982,5,2,,7,,1,,1,,,1,1,1,,,,2,,4,2,,,,20170920
24270211801,242702118,2427021,7,,,2,,,1,,8,,,,1,,,1,,,,,,2,,,2,,,,20170920
24270211801,242702118,2427021,6,3,,1,1983,9,1,,7,,1,,1,,,1,1,1,,,,2,,5,2,,,,20170920
24270211901,242702119,2427021,8,,,2,1988,8,6,,9,,,,1,,,1,,,,,,1,19,,1,11,2,1,20170920
24270211901,242702119,2427021,7,,,1,1986,12,6,,9,,,,1,,,1,,,,,,2,,9,1,11,1,4,20170920
24270211901,242702119,2427021,6,,,2,,,1,,10,Ëï×ÓµÄÅäÅ¼,,,1,,,1,,,,,,2,,5,1,11,2,1,20170920
24270211901,242702119,2427021,4,,,1,1980,12,1,,9,,,1,1,,,1,1,1,,,,2,,7,1,11,2,1,20170920
24270211901,242702119,2427021,5,,,2,2010,4,,,10,ÔøËïÅ®,,,1,,,1,,,,,,,,,,,,,20170920
24270211901,242702119,2427021,1,1,,1,1955,3,1,,7,,,1,1,,,1,1,1,,,,2,,4,2,,,,20170920
24270211901,242702119,2427021,2,,,2,1956,12,1,,8,,,,1,,,1,,,,,,2,,1,2,,,,20170920
24270212001,242702120,2427021,6,,,2,1978,0,2,,8,,,,1,,,1,,,,,,2,,1,2,,,,20170920
24270212001,242702120,2427021,5,,,2,2004,4,,,9,,,,1,,,1,,,,,,1,1,,,,,,20170920
24270212001,242702120,2427021,3,1,,1,1979,1,2,,7,,1,,1,,,1,1,1,,,,2,,5,2,,,,20170920
24270212001,242702120,2427021,4,,,1,2007,1,,,9,,,,1,,,1,,,,,,2,,,,,,,20170920
24270212101,242702121,2427021,3,,,2,1977,8,1,,8,,,,1,,,1,,,,,,2,,1,2,,,,20170920
24270212101,242702121,2427021,4,,,2,2002,11,,,9,,,,1,,,1,,,,,,1,3,,,,,,20170920
24270212101,242702121,2427021,5,,,1,2004,11,,,9,,,,1,,,1,,,,,,2,,,,,,,20170920
24270212101,242702121,2427021,2,1,,1,1981,11,1,,7,,,1,1,,,1,1,1,1,,,2,,5,2,,,,20170920
24270212302,242702123,2427021,3,2,,2,1990,9,6,,7,,1,,1,,,1,1,1,,,,2,,5,1,10,3,1,20170920
24270212501,242702125,2427021,3,1,,1,1981,7,6,,7,,1,,1,,,1,1,1,,,,2,,4,1,11,3,1,20170920
24270212601,242702126,2427021,2,,,1,2001,3,,,9,,,,1,,,1,,,,,,1,3,,,,,,20170920
24270212601,242702126,2427021,3,,,2,1981,0,2,,8,,,,1,,,3,,,,,,2,,4,2,,,,20170920
24270212601,242702126,2427021,5,,,1,1972,8,2,,7,,,1,1,,,1,1,1,,,,2,,5,2,,,,20170920
24270212601,242702126,2427021,4,,,2,2003,3,,,9,,,,1,,,1,,,,,,1,1,,,,,,20170920
24270212701,242702127,2427021,1,1,,1,1974,10,1,,7,,,1,1,,,1,1,1,,,,2,,2,2,,,,20170920
24270212701,242702127,2427021,4,,,2,1999,10,,,9,,,,1,,,1,,,,,,1,5,,,,,,20170920
24270212701,242702127,2427021,5,,,1,2001,11,,,9,,,,1,,,1,,,,,,1,4,,,,,,20170920
24270212701,242702127,2427021,3,,,2,1973,9,1,,8,,,,1,,,1,,,,,,2,,1,2,,,,20170920
24270212802,242702128,2427021,4,,,1,1968,7,6,,5,,,,1,,,1,,,,,,2,,1,2,,,,20170920
24270212802,242702128,2427021,2,,3,1,1936,10,5,2,4,,,,1,,,1,,,,,,2,,4,2,,,,20170920
24270212802,242702128,2427021,5,1,,1,1990,4,6,,7,,1,,1,,,1,1,1,,,,2,,5,1,10,3,1,20170920
24270212902,242702129,2427021,6,,,2,1974,5,1,,8,,,,1,,,1,,,,,,2,,1,2,,,,20170920
24270212902,242702129,2427021,3,,,1,1996,3,,,9,,1,,1,,,1,,,,,,1,8,,,,,,20170920
24270212902,242702129,2427021,4,,,1,2001,2,,,9,,,,1,,,1,,,,,,1,4,,,,,,20170920
24270212902,242702129,2427021,5,1,,1,1974,9,1,,7,,1,,1,,,1,1,1,,,,2,,4,2,,,,20170920
24270220202,242702202,2427022,3,,,1,2002,10,,,9,,,,1,,,1,,,,,,1,2,,,,,,20170920
24270220202,242702202,2427022,7,2,,1,1984,2,1,,7,,1,,1,,,1,1,1,,,,2,,4,1,8,3,1,20170920
24270220202,242702202,2427022,9,,,2,1987,9,1,,8,,,,1,,,1,,,,,,2,,4,1,8,3,1,20170920
24270220202,242702202,2427022,4,,,1,2006,3,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
24270220202,242702202,2427022,6,1,,1,1976,11,1,,7,,1,,1,,,1,1,1,,,,2,,4,1,8,3,1,20170920
24270220202,242702202,2427022,5,,,2,2006,7,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
24270220202,242702202,2427022,8,,,2,1982,8,1,,8,,,,1,,,2,,,,,,2,,5,1,8,3,1,20170920
24270220301,242702203,2427022,3,,,1,1988,9,6,,10,ÊåÊåµÄ¶ù×Ó,,,1,,,1,,,,,,2,,6,1,12,3,1,20170920
24270220401,242702204,2427022,3,,,2,1972,5,1,,8,,,,1,,,1,,,,,,2,,4,2,,,,20170920
24270220401,242702204,2427022,4,,,1,1998,2,,,9,,,,1,,,1,,,,,,1,7,,,,,,20170920
24270220401,242702204,2427022,5,,,2,2005,2,,,9,,,,1,,,1,,,,,,1,1,,,,,,20170920
24270220401,242702204,2427022,1,1,,1,1972,0,1,,7,,,1,1,,,1,1,1,,,,2,,2,2,,,,20170920
24270220502,242702205,2427022,4,,,1,2011,5,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
24270220502,242702205,2427022,3,,,2,1990,0,1,,8,,,,1,,,3,,,,,,2,,6,1,3,3,1,20170920
24270220502,242702205,2427022,5,1,,1,1990,9,1,,7,,1,,1,,,1,1,1,,,,2,,5,1,7,3,1,20170920
24270220602,242702206,2427022,2,,4,2,1927,0,1,,3,,,,1,,,1,,,,,,2,,1,2,,,,20170920
24270220602,242702206,2427022,5,1,,1,1985,3,6,,7,,1,,1,,,1,1,1,,,,2,,5,2,,,,20170920
24270220602,242702206,2427022,1,,3,1,1922,0,1,,4,,,,1,,,1,,,,,,2,,4,2,,,,20170920
24270220602,242702206,2427022,6,2,,1,1988,8,6,,7,,1,,1,,,1,1,1,,,,2,,5,2,,,,20170920
24270220901,242702209,2427022,5,,,2,1973,7,1,,8,,,,1,,,4,,,,,,2,,1,1,12,2,2,20170920
24270220901,242702209,2427022,3,,,2,1998,8,,,9,,,,1,,,1,,,,,,2,,2,,,,,20170920
24270220901,242702209,2427022,4,1,,1,1972,7,1,,7,,1,,1,,,1,1,2,1,1,1,2,,2,1,12,2,2,20170920
24270221001,242702210,2427022,5,,,2,1971,8,1,,8,,,,1,,,1,,,,,,2,,4,1,12,3,1,20170920
